stationcode,sampledate,result,masterid,latitude,longitude,huc,county,smcshed
531PS0169,2009-06-11T07:00:00Z,0.5418664726864036,531PS0169,38.02988,-121.21822,531,San Joaquin,SMC_out
531PS0169,2009-07-06T07:00:00Z,0.4034018673921526,531PS0169,38.02988,-121.21822,531,San Joaquin,SMC_out
307PS0044,2009-06-08T07:00:00Z,0.6760039011161895,307PS0044,36.50421,-121.76288,307,Monterey,SMC_out
518PS0045,2009-07-21T07:00:00Z,0.785840147629396,518PS0045,40.00373,-120.93305,518,Plumas,SMC_out
105PS0083,2009-09-08T07:00:00Z,0.9895310115801745,105PS0083,41.36472,-123.18805,105,Siskiyou,SMC_out
520PS0135,2009-07-29T07:00:00Z,0.9163128461874351,520PS0135,39.647,-121.64203,520,Butte,SMC_out
722PS0535,2009-05-26T07:00:00Z,0.6653111917904186,722PS0535,33.36921,-116.42223,722,San Diego,SMC_out
504PS0243,2009-06-09T07:00:00Z,0.597847912948022,504PS0243,40.14092,-122.14082,504,Tehama,SMC_out
105PS0067,2009-08-24T07:00:00Z,0.7735824383241756,105PS0067,41.13969,-123.13928,105,Siskiyou,SMC_out
205R00042,2012-05-21T07:00:00Z,0.8172334122618993,205R00042,37.2458,-121.7702,205,Santa Clara,SMC_out
105PS0067,2009-09-15T07:00:00Z,0.6330356751822779,105PS0067,41.13969,-123.13928,105,Siskiyou,SMC_out
628PS0527,2009-06-03T07:00:00Z,1.0125027964629212,628PS0527,34.24716,-117.11077,628,San Bernardino,SMC_out
535PS0221,2009-07-15T07:00:00Z,0.7705236881427324,535PS0221,37.63083,-120.98623,535,Stanislaus,SMC_out
504PS0238,2009-07-29T07:00:00Z,1.0840559398509027,504PS0238,39.939,-122.06534,504,Tehama,SMC_out
504PS0227,2009-08-12T07:00:00Z,0.8286062500281203,504PS0227,39.98518,-121.96753,504,Tehama,SMC_out
631PS0023,2009-08-04T07:00:00Z,0.7224257935598745,631PS0023,38.47279,-119.35211,631,Mono,SMC_out
519PS0194,2009-09-10T07:00:00Z,0.7972921883628007,519PS0194,38.70415,-121.41779,519,Sacramento,SMC_out
517PS0132,2009-07-01T07:00:00Z,0.932641341763031,517PS0132,39.29898,-121.30004,517,Yuba,SMC_out
526PS0504,2009-09-02T07:00:00Z,0.9846798864881385,526PS0504,41.18096,-120.20967,526,Lassen,SMC_out
105PS0097,2009-09-08T07:00:00Z,0.9906300771309825,105PS0097,41.73897,-123.35637,105,Siskiyou,SMC_out
526PS0396,2009-09-01T07:00:00Z,1.1348442051466998,526PS0396,41.37938,-120.40958,526,Modoc,SMC_out
634PS0019,2009-08-05T07:00:00Z,0.816915374720779,634PS0019,38.79506,-119.98757,634,El Dorado,SMC_out
105PS0107,2009-09-14T07:00:00Z,0.9938580837076169,105PS0107,41.71232,-123.0186,105,Siskiyou,SMC_out
106PS0078,2009-08-26T07:00:00Z,1.0848323425345996,106PS0078,40.55161,-123.13495,106,Trinity,SMC_out
513PS0008,2009-06-11T07:00:00Z,1.0826413185765653,513PS0008,38.93275,-122.93287,513,Lake,SMC_out
111PS0095,2009-08-27T07:00:00Z,0.956064960217094,111PS0095,39.78908,-123.73694,111,Mendocino,SMC_out
554PS0448,2009-07-07T07:00:00Z,0.6247875470829809,554PS0448,35.68173,-118.25896,554,Kern,SMC_out
519PS0198,2009-07-15T07:00:00Z,0.868323712756629,519PS0198,38.46242,-121.31073,519,Sacramento,SMC_out
527PS0388,2009-09-02T07:00:00Z,0.8951685032328839,527PS0388,41.82541,-120.29449,527,Modoc,SMC_out
518PS0029,2009-06-30T07:00:00Z,0.5419797309812273,518PS0029,40.06081,-120.62636,518,Plumas,SMC_out
518PS0029,2009-07-22T07:00:00Z,0.6749839778819531,518PS0029,40.06081,-120.62636,518,Plumas,SMC_out
305PS0061,2009-06-17T07:00:00Z,0.7056819198706693,305PS0061,37.0826,-121.60109,305,Santa Clara,SMC_out
520PS0202,2009-06-18T07:00:00Z,0.7308622126087021,520PS0202,39.40272,-122.16531,520,Glenn,SMC_out
205PS0045,2009-06-17T07:00:00Z,0.6542452591785074,205PS0045,37.29359,-121.93298,205,Santa Clara,SMC_out
506PS0003,2009-07-28T07:00:00Z,0.9882955348818225,506PS0003,40.94366,-122.33472,506,Shasta,SMC_out
309PS0043,2009-06-10T07:00:00Z,0.811013234726953,309PS0043,35.75626,-120.83777,309,San Luis Obispo,SMC_out
309PS0043,2009-07-08T07:00:00Z,0.8778660147522414,309PS0043,35.75626,-120.83777,309,San Luis Obispo,SMC_out
517PS0039,2009-07-01T07:00:00Z,0.8154916714350836,517PS0039,39.50109,-121.28704,517,Yuba,SMC_out
513PS0088,2009-08-17T07:00:00Z,0.5948758377769654,513PS0088,38.98619,-122.51628,513,Lake,SMC_out
631PS0011,2009-07-28T07:00:00Z,0.9448150422737949,631PS0011,38.373,-119.53417,631,Mono,SMC_out
113PS0084,2009-08-18T07:00:00Z,1.024118282160816,113PS0084,39.40611,-123.71263,113,Mendocino,SMC_out
535PS0191,2009-07-14T07:00:00Z,0.5875162769206015,535PS0191,37.23375,-120.51952,535,Merced,SMC_out
305PS0057,2009-06-16T07:00:00Z,0.6150541402403684,305PS0057,36.95204,-121.51176,305,San Benito,SMC_out
526PS0472,2009-09-01T07:00:00Z,0.7383806104201696,526PS0472,41.44698,-120.50605,526,Modoc,SMC_out
111PS0110,2009-06-24T07:00:00Z,0.9827510999397012,111PS0110,39.35153,-122.87673,111,Lake,SMC_out
105PS0090,2009-08-25T07:00:00Z,0.9553675862729881,105PS0090,41.07997,-123.02911,105,Siskiyou,SMC_out
206PS0054,2009-06-15T07:00:00Z,0.6552967375091713,206PS0054,37.96555,-122.31581,206,Contra Costa,SMC_out
518PS0033,2009-06-29T07:00:00Z,1.1150434288560678,518PS0033,39.90841,-121.07188,518,Plumas,SMC_out
632PS0014,2009-08-03T07:00:00Z,1.0193500853990285,632PS0014,38.56381,-119.6208,632,Alpine,SMC_out
517PS0030,2009-07-22T07:00:00Z,0.7879720573489242,517PS0030,39.31812,-120.46052,517,Nevada,SMC_out
534PS0043,2009-07-29T07:00:00Z,0.9162359583567761,534PS0043,38.16445,-120.08842,534,Tuolumne,SMC_out
105PS0069,2009-08-18T07:00:00Z,0.8512157085046205,105PS0069,41.2952,-123.94041,105,Humboldt,SMC_out
106PS0106,2009-09-08T07:00:00Z,0.9910394583448485,106PS0106,40.81234,-123.11985,106,Trinity,SMC_out
635PS0018,2009-07-20T07:00:00Z,0.7114125586566417,635PS0018,39.17813,-120.19164,635,Placer,SMC_out
535PS0265,2009-08-20T07:00:00Z,0.964119883661465,535PS0265,37.64451,-120.6902,535,Stanislaus,SMC_out
526PS0344,2009-09-02T07:00:00Z,1.0753122919800422,526PS0344,41.42415,-121.00316,526,Modoc,SMC_out
105PS0276,2009-09-01T07:00:00Z,1.0378867703173853,105PS0276,41.98998,-120.81077,105,Modoc,SMC_out
511PS0209,2009-07-08T07:00:00Z,0.7699718189109975,511PS0209,38.38423,-121.92989,511,Solano,SMC_out
105PS0468,2009-09-01T07:00:00Z,1.049450616697996,105PS0468,41.90294,-121.01732,105,Modoc,SMC_out
105PS0276,2009-09-22T07:00:00Z,1.016192820317975,105PS0276,41.98998,-120.81077,105,Modoc,SMC_out
511PS0401,2010-09-23T07:00:00Z,0.5225576299496637,511PS0401,38.34013,-121.96993,511,Solano,SMC_out
509PS0170,2010-07-26T07:00:00Z,1.0377926753938034,509PS0170,40.26488,-121.76809,509,Tehama,SMC_out
204PS0094,2010-07-14T07:00:00Z,0.5935007301817615,204PS0094,37.68936,-121.87581,204,Alameda,SMC_out
526PS0072,2010-09-15T07:00:00Z,0.8018539543683585,526PS0072,41.13422,-120.80025,526,Lassen,SMC_out
526PS0756,2010-08-03T07:00:00Z,1.1482328335246497,526PS0756,41.19612,-120.98365,526,Modoc,SMC_out
626PS0827,2010-06-03T07:00:00Z,1.1517694479727374,626PS0827,34.38649,-117.82498,626,Los Angeles,SMC_out
105PS0540,2010-08-05T07:00:00Z,0.5534533328790497,105PS0540,41.62029,-122.06964,105,Siskiyou,SMC_out
105PS0540,2010-09-15T07:00:00Z,0.5615332664921497,105PS0540,41.62029,-122.06964,105,Siskiyou,SMC_out
520PS0199,2010-08-23T07:00:00Z,0.9754658890129907,520PS0199,39.71005,-121.73127,520,Butte,SMC_out
551PS0308,2010-07-27T07:00:00Z,0.8122894780387093,551PS0308,36.72368,-119.45941,551,Fresno,SMC_out
532PS0062,2010-09-08T07:00:00Z,0.8208148289901417,532PS0062,38.67891,-120.66779,532,El Dorado,SMC_out
106PS0122,2010-09-20T07:00:00Z,1.0762801737881018,106PS0122,41.11227,-122.86482,106,Trinity,SMC_out
603PS0557,2010-08-18T07:00:00Z,0.9924947337342386,603PS0557,36.46272,-118.11367,603,Inyo,SMC_out
509PS0049,2010-08-26T07:00:00Z,0.759088462781005,509PS0049,40.26302,-121.40781,509,Tehama,SMC_out
620PS0669,2010-08-17T07:00:00Z,0.8227653951497348,620PS0669,36.3199,-117.52579,620,Inyo,SMC_out
509PS0049,2010-09-13T07:00:00Z,0.8070369419684444,509PS0049,40.26302,-121.40781,509,Tehama,SMC_out
111PS0144,2010-08-18T07:00:00Z,0.8732612924127399,111PS0144,39.90023,-123.01722,111,Mendocino,SMC_out
519PS0390,2010-07-28T07:00:00Z,0.8108468497918266,519PS0390,38.48157,-121.40334,519,Sacramento,SMC_out
519PS0305,2010-07-21T07:00:00Z,1.0572555461093438,519PS0305,38.47788,-121.42885,519,Sacramento,SMC_out
110PS0114,2010-07-21T07:00:00Z,0.8662254963034358,110PS0114,40.68788,-124.05053,110,Humboldt,SMC_out
102PS0139,2010-08-09T07:00:00Z,0.9020072119397612,102PS0139,41.99596,-122.95979,102,Siskiyou,SMC_out
203PS0070,2010-07-19T07:00:00Z,0.8054252140478433,203PS0070,37.99053,-122.59318,203,Marin,SMC_out
203PS0070,2010-09-07T07:00:00Z,0.657768868451216,203PS0070,37.99053,-122.59318,203,Marin,SMC_out
631PS0033,2010-08-30T07:00:00Z,1.005440180272372,631PS0033,38.28761,-119.54738,631,Mono,SMC_out
531PS0381,2010-07-12T07:00:00Z,0.9135773694922837,531PS0381,37.88121,-121.24903,531,San Joaquin,SMC_out
545PS0335,2010-07-26T07:00:00Z,0.4993380249334868,545PS0335,36.98865,-120.02139,545,Madera,SMC_out
517PS0061,2010-09-08T07:00:00Z,0.9983172197554487,517PS0061,39.68469,-120.74949,517,Sierra,SMC_out
539PS0146,2010-07-27T07:00:00Z,0.963813019286156,539PS0146,37.19314,-119.81719,539,Madera,SMC_out
634PS0035,2010-09-01T07:00:00Z,1.1475779516517925,634PS0035,38.87164,-120.09927,634,El Dorado,SMC_out
513PS0008,2010-09-01T07:00:00Z,0.774426313355862,513PS0008,38.93275,-122.93287,513,Lake,SMC_out
519PS0290,2010-07-28T07:00:00Z,0.9898495525004954,519PS0290,38.41687,-121.36357,519,Sacramento,SMC_out
519PS0278,2010-07-07T07:00:00Z,1.0013286765027343,519PS0278,38.47667,-121.29118,519,Sacramento,SMC_out
519PS0278,2010-08-05T07:00:00Z,0.8067803348407921,519PS0278,38.47667,-121.29118,519,Sacramento,SMC_out
519PS0322,2010-07-08T07:00:00Z,0.47100026409581613,519PS0322,38.71708,-121.24047,519,Sacramento,SMC_out
204R00303,2012-06-14T07:00:00Z,0.52281074106522,204R00303,37.6842,-122.0819,204,Alameda,SMC_out
507PS0142,2010-08-04T07:00:00Z,1.0838594640302541,507PS0142,40.67101,-122.13959,507,Shasta,SMC_out
526PS0764,2010-08-25T07:00:00Z,1.1402728565135651,526PS0764,40.89409,-121.94602,526,Shasta,SMC_out
626PS0619,2010-06-03T07:00:00Z,0.9001175632776794,626PS0619,34.41876,-117.9747,626,Los Angeles,SMC_out
531PS0365,2010-09-16T07:00:00Z,1.108860780460238,531PS0365,37.91397,-121.07093,531,San Joaquin,SMC_out
603PS0024,2010-08-23T07:00:00Z,0.9844059814494664,603PS0024,37.53897,-118.64414,603,Mono,SMC_out
519PS0002,2010-08-05T07:00:00Z,0.8867911797680071,519PS0002,38.65573,-121.38781,519,Sacramento,SMC_out
312PS0099,2010-06-14T07:00:00Z,0.9032928795985548,312PS0099,34.77948,-119.95802,312,Santa Barbara,SMC_out
506PS0003,2010-09-14T07:00:00Z,0.876857408485899,506PS0003,40.94366,-122.33472,506,Shasta,SMC_out
105PS0129,2010-08-11T07:00:00Z,0.8867638686662531,105PS0129,41.92387,-123.46497,105,Siskiyou,SMC_out
628PS0715,2010-06-09T07:00:00Z,0.7399815084753059,628PS0715,34.53576,-117.28954,628,San Bernardino,SMC_out
532PS0050,2010-08-31T07:00:00Z,1.0373104302693597,532PS0050,38.54084,-119.88857,532,Alpine,SMC_out
113PS0120,2010-09-14T07:00:00Z,0.5487009314459577,113PS0120,39.15087,-123.6358,113,Mendocino,SMC_out
534PS0070,2010-08-30T07:00:00Z,0.9984620181317885,534PS0070,38.32643,-119.93868,534,Tuolumne,SMC_out
206PS0073,2010-07-20T07:00:00Z,0.62642642606044,206PS0073,38.09839,-122.56686,206,Marin,SMC_out
603PS0720,2010-08-19T07:00:00Z,0.8503189861191024,603PS0720,36.83146,-118.2214,603,Inyo,SMC_out
517PS0054,2010-07-28T07:00:00Z,1.037705579404669,517PS0054,39.44571,-121.03343,517,Yuba,SMC_out
635PS0038,2010-08-09T07:00:00Z,0.8739579475611298,635PS0038,39.38237,-120.22623,635,Nevada,SMC_out
111PS0204,2010-08-17T07:00:00Z,1.0299893164250276,111PS0204,39.27704,-122.86602,111,Lake,SMC_out
603PS0040,2010-08-31T07:00:00Z,0.7071668107234842,603PS0040,37.5285,-118.71056,603,Mono,SMC_out
309PS0072,2010-06-23T07:00:00Z,0.521693522621698,309PS0072,36.19092,-121.12806,309,Monterey,SMC_out
111PS0121,2010-07-20T07:00:00Z,0.6603780702571795,111PS0121,40.22576,-123.84549,111,Humboldt,SMC_out
106PS0115,2010-09-21T07:00:00Z,1.0410135229306077,106PS0115,41.17285,-122.86988,106,Trinity,SMC_out
106PS0142,2010-07-19T07:00:00Z,0.891062693434567,106PS0142,40.45844,-123.16716,106,Trinity,SMC_out
722PS0611,2010-06-08T07:00:00Z,0.5003680325126677,722PS0611,33.11256,-116.4447,722,San Diego,SMC_out
205PS0074,2010-07-14T07:00:00Z,0.46947018543912356,205PS0074,37.45431,-122.13358,205,Santa Clara,SMC_out
113PS0132,2010-09-15T07:00:00Z,0.5258168972921408,113PS0132,39.55671,-123.7235,113,Mendocino,SMC_out
523PS0222,2010-09-09T07:00:00Z,1.2077971257314923,523PS0222,39.85957,-122.63936,523,Tehama,SMC_out
505PS0110,2010-08-03T07:00:00Z,1.0233521619461035,505PS0110,41.09682,-122.20118,505,Shasta,SMC_out
505PS0110,2010-09-16T07:00:00Z,0.9310980876377822,505PS0110,41.09682,-122.20118,505,Shasta,SMC_out
504PS0371,2010-07-07T07:00:00Z,0.7028129376775524,504PS0371,39.97114,-122.08111,504,Tehama,SMC_out
106PS0124,2010-08-16T07:00:00Z,0.9624494101512102,106PS0124,40.1704,-123.02884,106,Trinity,SMC_out
635PS0034,2010-09-08T07:00:00Z,0.747321539740032,635PS0034,39.2578,-120.20864,635,Placer,SMC_out
105PS0660,2010-08-03T07:00:00Z,0.8938801016829007,105PS0660,41.91571,-120.88863,105,Modoc,SMC_out
526PS0948,2011-07-12T07:00:00Z,0.8292734644754324,526PS0948,41.20806,-120.93283,526,Modoc,SMC_out
526PS0808,2010-08-02T07:00:00Z,1.0079788543614194,526PS0808,41.49071,-120.79097,526,Modoc,SMC_out
509PS0234,2011-07-21T07:00:00Z,1.0034735628838007,509PS0234,40.23137,-121.89689,509,Tehama,SMC_out
509PS0234,2011-08-15T07:00:00Z,0.9623841665411282,509PS0234,40.23137,-121.89689,509,Tehama,SMC_out
507PS0314,2011-09-08T07:00:00Z,0.891857063064875,507PS0314,40.42522,-121.99228,507,Shasta,SMC_out
515PS0410,2011-09-07T07:00:00Z,0.9011763060855306,515PS0410,38.98578,-121.48245,515,Sutter,SMC_out
504PS0295,2011-07-05T07:00:00Z,0.8667923575164512,504PS0295,39.74736,-121.80879,504,Butte,SMC_out
603PS0044,2011-08-30T07:00:00Z,1.1643092930790633,603PS0044,37.12529,-118.35253,603,Inyo,SMC_out
603PS0044,2011-09-14T07:00:00Z,0.5649314586077294,603PS0044,37.12529,-118.35253,603,Inyo,SMC_out
113PS0168,2011-07-06T07:00:00Z,1.0377321195092655,113PS0168,38.75349,-123.40511,113,Sonoma,SMC_out
523PS0172,2011-08-10T07:00:00Z,1.0506662379873342,523PS0172,39.93522,-122.82906,523,Tehama,SMC_out
513PS0248,2011-07-27T07:00:00Z,0.9521851825384099,513PS0248,39.21679,-122.72873,513,Lake,SMC_out
508PS0298,2011-07-20T07:00:00Z,0.8274771132071651,508PS0298,40.53446,-122.2342,508,Shasta,SMC_out
205PS0106,2011-06-21T07:00:00Z,0.7532422723342773,205PS0106,37.38433,-121.90822,205,Santa Clara,SMC_out
114PS0145,2011-06-20T07:00:00Z,1.0163497629883012,114PS0145,38.8936,-123.07073,114,Mendocino,SMC_out
535PS0431,2011-06-22T07:00:00Z,0.8255591399345323,535PS0431,37.21236,-120.31703,535,Merced,SMC_out
603PS0073,2011-09-13T07:00:00Z,0.9562828401673714,603PS0073,37.70944,-119.05823,603,Mono,SMC_out
628PS1039,2011-06-09T07:00:00Z,0.8133148434106299,628PS1039,34.26462,-117.12538,628,San Bernardino,SMC_out
628PS1019,2011-06-08T07:00:00Z,0.8730634496183223,628PS1019,34.33577,-117.16117,628,San Bernardino,SMC_out
552PS0284,2011-08-29T07:00:00Z,1.0298907241234487,552PS0284,36.90889,-119.1273,552,Fresno,SMC_out
519PS0449,2011-09-06T07:00:00Z,0.7257086967793421,519PS0449,38.68543,-121.44155,519,Sacramento,SMC_out
631PS0051,2011-08-16T07:00:00Z,0.8644259477087554,631PS0051,38.53855,-119.47966,631,Mono,SMC_out
515PS0430,2011-07-07T07:00:00Z,1.1534111129713738,515PS0430,39.05073,-121.38517,515,Yuba,SMC_out
114PS0152,2011-07-07T07:00:00Z,0.5713363310659444,114PS0152,38.46342,-123.00871,114,Sonoma,SMC_out
114PS0152,2011-08-18T07:00:00Z,0.6702674826356058,114PS0152,38.46342,-123.00871,114,Sonoma,SMC_out
111PS0159,2011-07-14T07:00:00Z,0.8469124510470144,111PS0159,39.79971,-123.65586,111,Mendocino,SMC_out
207PS0142,2011-06-01T07:00:00Z,0.6971483409010188,207PS0142,37.94989,-121.97285,207,Contra Costa,SMC_out
205PS0109,2011-06-21T07:00:00Z,0.7530781710534035,205PS0109,37.29257,-121.88082,205,Santa Clara,SMC_out
112PS0157,2011-07-12T07:00:00Z,1.0777907318827729,112PS0157,40.2316,-124.11221,112,Humboldt,SMC_out
554PS0946,2011-08-23T07:00:00Z,0.9437010053453607,554PS0946,35.70752,-118.19267,554,Kern,SMC_out
111PS0169,2011-07-25T07:00:00Z,0.8021289078593443,111PS0169,40.58297,-123.98891,111,Humboldt,SMC_out
205R00282,2012-05-22T07:00:00Z,0.6703482526467996,205R00282,37.2376,-121.8884,205,Santa Clara,SMC_out
632PS0046,2011-08-16T07:00:00Z,0.8398068716155945,632PS0046,38.6956,-119.77413,632,Alpine,SMC_out
601PS0065,2011-09-01T07:00:00Z,1.1034413658947315,601PS0065,37.94514,-119.20378,601,Mono,SMC_out
636PS0070,2011-09-21T07:00:00Z,0.9066421893480127,636PS0070,39.49463,-120.33583,636,Sierra,SMC_out
531PS0429,2011-06-20T07:00:00Z,0.7228557054499982,531PS0429,37.85393,-121.17375,531,San Joaquin,SMC_out
518PS0073,2011-08-16T07:00:00Z,0.9272690390120109,518PS0073,39.95945,-120.25449,518,Plumas,SMC_out
109PS0162,2011-07-20T07:00:00Z,0.7964071425953574,109PS0162,40.90519,-124.04166,109,Humboldt,SMC_out
205PS0138,2011-06-01T07:00:00Z,0.8555556894044701,205PS0138,37.41012,-122.1384,205,Santa Clara,SMC_out
505PS0940,2011-09-26T07:00:00Z,0.7956044927691136,505PS0940,41.2279,-122.00883,505,Siskiyou,SMC_out
603PS0045,2011-08-29T07:00:00Z,1.0166669331568745,603PS0045,37.55163,-118.80164,603,Mono,SMC_out
509PS0085,2011-09-07T07:00:00Z,0.816339786692561,509PS0085,40.25377,-121.56049,509,Tehama,SMC_out
632PS0058,2011-08-15T07:00:00Z,0.8046916722032393,632PS0058,38.60621,-119.6904,632,Alpine,SMC_out
111PS0160,2011-07-25T07:00:00Z,0.933658611174588,111PS0160,39.44605,-123.02893,111,Lake,SMC_out
532PS0071,2011-09-21T07:00:00Z,0.6127845727463358,532PS0071,38.49027,-120.39647,532,Amador,SMC_out
532PS0071,2011-10-12T07:00:00Z,0.5911196782005448,532PS0071,38.49027,-120.39647,532,Amador,SMC_out
517PS0074,2011-09-20T07:00:00Z,0.9756778816958481,517PS0074,39.625,-120.72535,517,Sierra,SMC_out
202PS0134,2011-05-31T07:00:00Z,0.9266693514017185,202PS0134,37.46526,-122.42819,202,San Mateo,SMC_out
603PS0072,2011-09-12T07:00:00Z,1.1123371816584489,603PS0072,37.37437,-118.67668,603,Inyo,SMC_out
603PS0056,2011-08-31T07:00:00Z,0.9721463219994425,603PS0056,37.34092,-118.73389,603,Inyo,SMC_out
526PS1036,2011-07-13T07:00:00Z,0.9999389756354814,526PS1036,41.55151,-120.45399,526,Modoc,SMC_out
106PS0173,2011-08-04T07:00:00Z,0.9715252695035788,106PS0173,40.37818,-123.29889,106,Trinity,SMC_out
517PS0078,2011-09-19T07:00:00Z,0.9349816630682009,517PS0078,39.30137,-120.9978,517,Nevada,SMC_out
552PS0072,2011-08-30T07:00:00Z,0.9382116876040408,552PS0072,37.11686,-119.1727,552,Fresno,SMC_out
601PS0057,2011-09-14T07:00:00Z,0.9004856020446971,601PS0057,37.91689,-119.07391,601,Mono,SMC_out
516PS0287,2011-09-21T07:00:00Z,0.7769904899913194,516PS0287,39.04512,-121.11639,516,Nevada,SMC_out
105PS0154,2011-08-09T07:00:00Z,1.0121257563095107,105PS0154,41.09811,-123.0733,105,Siskiyou,SMC_out
309PS0116,2011-06-16T07:00:00Z,1.026188614673347,309PS0116,36.0639,-121.32622,309,Monterey,SMC_out
204PS0102,2011-06-15T07:00:00Z,0.7826803589607347,204PS0102,37.69809,-122.02901,204,Alameda,SMC_out
204PS0102,2011-08-10T07:00:00Z,0.866110091646816,204PS0102,37.69809,-122.02901,204,Alameda,SMC_out
204PS0118,2011-06-15T07:00:00Z,0.9076741213026754,204PS0118,37.52935,-122.35939,204,San Mateo,SMC_out
507PS0286,2011-07-13T07:00:00Z,0.7679540933555559,507PS0286,40.50042,-121.93299,507,Shasta,SMC_out
505PS0174,2011-09-27T07:00:00Z,1.002536176358304,505PS0174,40.99915,-122.05995,505,Shasta,SMC_out
540PS0258,2011-08-31T07:00:00Z,0.8485945003744575,540PS0258,37.16506,-119.35303,540,Fresno,SMC_out
106PS0166,2011-08-02T07:00:00Z,0.9496854549180801,106PS0166,41.04441,-123.61115,106,Humboldt,SMC_out
634PS0062,2011-10-12T07:00:00Z,1.0866451843630212,634PS0062,38.87503,-119.97164,634,El Dorado,SMC_out
509PS0334,2012-09-12T07:00:00Z,0.8755422596681185,509PS0334,40.22426,-121.989,509,Tehama,SMC_out
304PS0146,2012-06-18T07:00:00Z,0.5508273243760721,304PS0146,36.9832,-121.99474,304,Santa Cruz,SMC_out
304PS0146,2012-07-11T07:00:00Z,0.7222642619285738,304PS0146,36.9832,-121.99474,304,Santa Cruz,SMC_out
514PS0351,2012-07-16T07:00:00Z,0.76970508005126,514PS0351,38.8926,-121.1444,514,Placer,SMC_out
519PS0561,2012-06-27T07:00:00Z,0.7890587287894948,519PS0561,38.4595,-121.4307,519,Sacramento,SMC_out
522PS0430,2012-09-20T07:00:00Z,0.8204451947555039,522PS0430,39.377,-122.6454,522,Colusa,SMC_out
603PS0108,2012-07-24T07:00:00Z,0.9720194921630073,603PS0108,37.1637,-118.2902,603,Inyo,SMC_out
603PS0076,2012-07-23T07:00:00Z,0.9527579073306293,603PS0076,37.3187,-118.506,603,Inyo,SMC_out
113PS0076,2012-08-02T07:00:00Z,1.1474678493895547,113PS0076,38.9363,-123.5005,113,Mendocino,SMC_out
113PS0076,2012-08-22T07:00:00Z,0.908103833273313,113PS0076,38.9363,-123.5005,113,Mendocino,SMC_out
105PS0149,2012-08-29T07:00:00Z,0.9787205179527535,105PS0149,41.241,-123.65545,105,Humboldt,SMC_out
513PS0200,2012-07-30T07:00:00Z,0.8216683199061303,513PS0200,39.18,-122.6673,513,Lake,SMC_out
526PS1144,2012-08-22T07:00:00Z,0.9046352266466495,526PS1144,41.0826,-120.3494,526,Lassen,SMC_out
519PS0534,2012-06-25T07:00:00Z,0.5880715946919505,519PS0534,38.6038,-121.4126,519,Sacramento,SMC_out
519PS0514,2012-06-26T07:00:00Z,0.3989007115964386,519PS0514,38.7338,-121.2761,519,Placer,SMC_out
519PS0514,2012-07-30T07:00:00Z,0.5107140051655812,519PS0514,38.7338,-121.2761,519,Placer,SMC_out
536PS0107,2012-07-17T07:00:00Z,1.0506687541790596,536PS0107,38.0457,-120.0238,536,Tuolumne,SMC_out
524PS0202,2012-09-20T07:00:00Z,0.8379794912093267,524PS0202,40.6905,-122.6402,524,Shasta,SMC_out
516PS0516,2013-08-06T07:00:00Z,0.9820326324219428,516PS0516,39.02439,-121.2308,516,Placer,SMC_out
524PS0342,2012-07-18T07:00:00Z,0.6629917444624795,524PS0342,40.16991,-122.67528,524,Tehama,SMC_out
527PS1156,2012-08-21T07:00:00Z,0.9574784970045038,527PS1156,41.9468,-120.2888,527,Modoc,SMC_out
205PS0157,2012-06-19T07:00:00Z,0.5961185177629178,205PS0157,37.30143,-121.83516,205,Santa Clara,SMC_out
205PS0170,2012-06-19T07:00:00Z,0.4346390525921292,205PS0170,37.36198,-121.87387,205,Santa Clara,SMC_out
628PS1179,2012-06-06T07:00:00Z,0.7654595096497199,628PS1179,34.339,-117.1669,628,San Bernardino,SMC_out
631PS0087,2012-08-08T07:00:00Z,0.8288697479571537,631PS0087,38.5236,-119.3363,631,Mono,SMC_out
516PS0324,2012-06-28T07:00:00Z,0.7378539170151951,516PS0324,39.10857,-121.29182,516,Yuba,SMC_out
516PS0324,2012-07-31T07:00:00Z,1.0053694590679052,516PS0324,39.10857,-121.29182,516,Yuba,SMC_out
531PS0573,2012-06-28T07:00:00Z,0.7593331814044187,531PS0573,37.93,-121.2347,531,San Joaquin,SMC_out
634PS0099,2012-09-10T07:00:00Z,1.0606110659350165,634PS0099,38.9516,-120.1129,634,El Dorado,SMC_out
102PS0177,2012-08-28T07:00:00Z,1.1404400531158128,102PS0177,41.92939,-123.57254,102,Del Norte,SMC_out
304PS0194,2012-06-18T07:00:00Z,0.8326467005142786,304PS0194,37.1597,-122.234,304,Santa Cruz,SMC_out
523PS0414,2012-08-06T07:00:00Z,0.7090463133320682,523PS0414,40.0267,-122.6491,523,Tehama,SMC_out
633PS0083,2012-09-04T07:00:00Z,0.9094494654684244,633PS0083,38.6789,-119.9608,633,Alpine,SMC_out
603PS0137,2013-08-13T07:00:00Z,0.9890208527120133,603PS0137,37.74791,-118.97101,603,Mono,SMC_out
603PS1056,2012-07-24T07:00:00Z,1.0028730512893016,603PS1056,36.9821,-118.3025,603,Inyo,SMC_out
603PS1056,2012-08-14T07:00:00Z,0.8981892848668735,603PS1056,36.9821,-118.3025,603,Inyo,SMC_out
518PS0113,2012-07-09T07:00:00Z,1.0047803834615932,518PS0113,40.0713,-121.2563,518,Plumas,SMC_out
