stationcode,sampledate,result,masterid,latitude,longitude,huc,county,smcshed
412M08640,2018-05-30T07:00:00Z,0.6464027998423625,412M08640,34.22095,-118.54618,412,Los Angeles,Los Angeles
412M08643,2018-05-23T07:00:00Z,0.39792544331047897,412M08643,33.8084,-118.20559,412,Los Angeles,Los Angeles
206FCA155,2013-07-31T07:00:00Z,1.0626423050149074,206FCA155,38.06917,-122.53222,206,Marin,SMC_out
204SAU130,2018-05-07T07:00:00Z,0.816591595655888,204SAU130,37.81596,-122.20153,204,Alameda,SMC_out
408BA0836,2008-05-07T07:00:00Z,0.31751190256670914,408BA0836,34.19071,-119.0051,408,Ventura,Calleguas
403BA0064,2008-05-12T07:00:00Z,1.018336341389808,403S00064,34.64435,-118.51371,403,Los Angeles,Santa Clara
404BA1144,2008-06-10T07:00:00Z,1.1098855898949709,404BA1144,34.06064,-118.63755,404,Los Angeles,Santa Monica Bay
404BA0808,2008-06-02T07:00:00Z,0.6507187892972768,404BA0808,34.11411,-118.77906,404,Los Angeles,Santa Monica Bay
402BA0287,2008-06-09T07:00:00Z,1.0638343874838847,402BA0287,34.50284,-119.36644,402,Ventura,Ventura
402BA0095,2008-05-29T07:00:00Z,0.8909095590848324,402BA0095,34.46328,-119.34566,402,Ventura,Ventura
404BA1166,2008-06-10T07:00:00Z,0.5846403523642245,404BA1166,34.03761,-118.75038,404,Los Angeles,Santa Monica Bay
404S03048,2009-05-13T07:00:00Z,0.5517488026079008,404S03048,34.18426,-118.79089,404,Ventura,Santa Monica Bay
408BA0916,2008-05-08T07:00:00Z,0.5629148790696048,408BA0916,34.23266,-118.95311,408,Ventura,Calleguas
403BA0140,2008-05-21T07:00:00Z,0.8080755649899003,403BA0140,34.34574,-118.56398,403,Los Angeles,Santa Clara
404BA0852,2008-06-03T07:00:00Z,0.6593032243806402,404BA0852,34.07877,-118.82037,404,Los Angeles,Santa Monica Bay
403S01195,2009-06-10T07:00:00Z,0.7352434612309988,403S01195,34.55903,-119.2678,403,Ventura,Santa Clara
403S00960,2010-06-02T07:00:00Z,0.9013797753172499,403S00960,34.59079,-118.4617,403,Los Angeles,Santa Clara
403S00064,2010-06-02T07:00:00Z,1.0842215451098196,403S00064,34.64435,-118.51372,403,Los Angeles,Santa Clara
404S02920,2009-05-12T07:00:00Z,0.4812283829953684,404S02920,34.17748,-118.767,404,Ventura,Santa Monica Bay
403BA0171,2008-05-19T07:00:00Z,0.969413708726403,403BA0171,34.58516,-119.28363,403,Ventura,Santa Clara
403S00640,2009-06-11T07:00:00Z,0.8934503533397594,403S00640,34.60115,-118.558,403,Los Angeles,Santa Clara
403S15608,2010-06-08T07:00:00Z,0.5471728268168055,403S15608,34.4019,-118.70052,403,Ventura,Santa Clara
404S16168,2010-06-23T07:00:00Z,0.7067325208834544,404S16168,34.06765,-118.70704,404,Los Angeles,Santa Monica Bay
403S01163,2009-06-08T07:00:00Z,0.7158095780896203,403S01163,34.69943,-118.86529,403,Ventura,Santa Clara
404S18666,2011-06-15T07:00:00Z,0.6772523929245318,404S18666,34.17206,-118.76375,404,Ventura,Santa Monica Bay
404S13416,2011-06-08T07:00:00Z,0.5465920179034647,404S13416,34.09875,-118.71594,404,Los Angeles,Santa Monica Bay
404S08846,2010-06-22T07:00:00Z,0.7590041282785537,404S08846,34.05442,-118.58176,404,Los Angeles,Santa Monica Bay
403S02764,2011-06-14T07:00:00Z,0.46927966424979717,403S02764,34.44778,-118.7549,403,Ventura,Santa Clara
404S11880,2011-06-07T07:00:00Z,0.4755770030213491,404S11880,34.12529,-118.70827,404,Los Angeles,Santa Monica Bay
404S01128,2010-06-23T07:00:00Z,0.5011557361620685,404S01128,34.1039,-118.71271,404,Los Angeles,Santa Monica Bay
403S01728,2011-07-13T07:00:00Z,0.695762467241462,403S01728,34.5749,-118.46002,403,Los Angeles,Santa Clara
403S03643,2010-06-24T07:00:00Z,0.7135451043917592,403S03643,34.56213,-119.12891,403,Ventura,Santa Clara
403S07024,2012-06-13T07:00:00Z,0.7201684822715103,403S07024,34.6092,-118.75771,403,Los Angeles,Santa Clara
404S25298,2012-06-20T07:00:00Z,0.4824698764045179,404S25298,34.04553,-118.68732,404,Los Angeles,Santa Monica Bay
404S34120,2012-06-21T07:00:00Z,0.7672405764042006,404S34120,34.16558,-118.78918,404,Los Angeles,Santa Monica Bay
404S32468,2012-06-26T07:00:00Z,0.7766402164333533,404S32468,34.0999,-118.72304,404,Los Angeles,Santa Monica Bay
403S07227,2012-06-27T07:00:00Z,1.0349223718941538,403S07227,34.56208,-119.16664,403,Ventura,Santa Clara
404S27470,2012-06-19T07:00:00Z,0.7650089559516532,404S27470,34.17445,-118.76389,404,Ventura,Santa Monica Bay
403S16332,2013-06-26T07:00:00Z,0.865648351092216,403S16332,34.5317,-118.75812,403,Ventura,Santa Clara
404S33670,2012-06-19T07:00:00Z,0.7385514065305496,404S33670,34.15824,-118.70012,404,Los Angeles,Santa Monica Bay
404S37670,2013-06-06T07:00:00Z,0.45010155616274505,404S37670,34.14074,-118.70117,404,Los Angeles,Santa Monica Bay
404S17016,2013-06-05T07:00:00Z,0.674603300821073,404S17016,34.1183,-118.78057,404,Los Angeles,Santa Monica Bay
403S16978,2013-06-26T07:00:00Z,0.8571789654719297,403S16978,34.42319,-118.76771,403,Ventura,Santa Clara
404S48200,2013-06-18T07:00:00Z,1.2153756491970449,404S48200,34.07772,-118.92395,404,Los Angeles,Santa Monica Bay
404S31468,2012-06-19T07:00:00Z,0.6764460450340244,404S31468,34.16874,-118.76171,404,Ventura,Santa Monica Bay
403S06139,2012-06-27T07:00:00Z,0.7372876425432391,403S06139,34.55464,-119.2405,403,Ventura,Santa Clara
404S44532,2013-06-04T07:00:00Z,1.0166138873120003,404S44532,34.12682,-118.79617,404,Los Angeles,Santa Monica Bay
404S24066,2013-06-04T07:00:00Z,0.6152359758277038,404S24066,34.16321,-118.70077,404,Los Angeles,Santa Monica Bay
403WE0682,2015-06-09T07:00:00Z,0.6234504501402106,403WE0682,34.57066,-118.38974,403,Los Angeles,Santa Clara
404R4S009,2015-04-30T07:00:00Z,0.8245305860847025,404R4S009,34.17601,-118.76169,404,Ventura,Santa Monica Bay
403R4S211,2015-04-28T07:00:00Z,0.6021174274075737,403R4S211,34.57232,-118.46287,403,Los Angeles,Santa Clara
403CE0188,2015-06-10T07:00:00Z,0.9930251815939476,403CE0188,34.35646,-119.04752,403,Ventura,Santa Clara
404R4S070,2015-05-27T07:00:00Z,1.1344758488583127,404R4S070,34.042,-118.89747,404,Los Angeles,Santa Monica Bay
403WE0535,2015-06-10T07:00:00Z,0.8827373003567887,403WE0535,34.43957,-118.75907,403,Ventura,Santa Clara
403BA0136,2014-06-17T07:00:00Z,0.8017018552165406,403BA0136,34.51202,-118.45038,403,Los Angeles,Santa Clara
403WE0535,2016-05-24T07:00:00Z,0.8821589323088654,403WE0535,34.43957,-118.75907,403,Ventura,Santa Clara
403WE0534,2017-07-17T07:00:00Z,0.744735386915506,403WE0534,34.61359,-118.77983,403,Los Angeles,Santa Clara
403WE0682,2016-05-25T07:00:00Z,0.7743266339003089,403WE0682,34.57066,-118.38974,403,Los Angeles,Santa Clara
404R4S082,2017-08-09T07:00:00Z,0.858908360959105,404R4S082,34.08976,-118.91176,404,Los Angeles,Santa Monica Bay
404BA1144,2018-06-11T07:00:00Z,NA,404BA1144,34.06064,-118.63755,404,Los Angeles,Santa Monica Bay
404S03048,2018-06-12T07:00:00Z,NA,404S03048,34.18426,-118.79089,404,Ventura,Santa Monica Bay
403WE0560,2018-06-04T07:00:00Z,NA,403WE0560,34.55841,-119.14079,403,Ventura,Santa Clara
404BA1128,2017-08-09T07:00:00Z,0.455648821051657,404S01128,34.10389,-118.71271,404,Los Angeles,Santa Monica Bay
801S02167,2010-06-07T07:00:00Z,0.7330843594120271,801S02167,34.1045,-117.15956,801,San Bernardino,Upper Santa Ana
481S05856,2013-06-13T07:00:00Z,0.8827316418819007,481S05856,34.19152,-117.67601,481,Los Angeles,Middle Santa Ana
801S04078,2012-07-11T07:00:00Z,0.5711459625873676,801S04078,33.99762,-117.72327,801,San Bernardino,Middle Santa Ana
802S03234,2011-06-28T07:00:00Z,0.9646187303695894,802S03234,33.66152,-116.62741,802,Riverside,San Jacinto
801S06679,2013-06-06T07:00:00Z,0.9811649170550342,801S06679,34.26188,-117.46938,801,San Bernardino,Upper Santa Ana
801S00903,2011-07-06T07:00:00Z,0.9018886207170048,801S00903,34.17832,-116.8473,801,San Bernardino,Upper Santa Ana
801S04471,2012-07-09T07:00:00Z,0.737422224407963,801S04471,34.11107,-117.14756,801,San Bernardino,Upper Santa Ana
802S33361,2012-06-05T07:00:00Z,0.9195344052968252,802S33361,33.73906,-116.72515,802,Riverside,San Jacinto
801S06231,2013-06-06T07:00:00Z,1.167002866428958,801S06231,34.23298,-117.43019,801,San Bernardino,Upper Santa Ana
801S07485,2013-06-04T07:00:00Z,0.5072488622054369,801S07485,33.94733,-117.61405,801,Riverside,Middle Santa Ana
801S03111,2012-06-06T07:00:00Z,1.001156900108496,801S03111,34.24536,-117.61053,801,San Bernardino,Middle Santa Ana
801S03488,2012-06-06T07:00:00Z,0.5232154834502412,801S03488,34.24801,-117.62685,801,San Bernardino,Middle Santa Ana
801S10259,2012-06-07T07:00:00Z,0.6548805073280618,801S10259,33.64888,-117.69845,801,Orange,Lower Santa Ana
801S08183,2013-06-03T07:00:00Z,0.7230920805370028,801S08183,34.07334,-117.30433,801,San Bernardino,Middle Santa Ana
801S02947,2014-06-16T07:00:00Z,0.7223647189971514,801S02947,33.69919,-117.81143,801,Orange,Lower Santa Ana
801S03971,2014-06-16T07:00:00Z,0.6932585991245133,801S03971,33.67551,-117.82775,801,Orange,Lower Santa Ana
801LYC600,2014-06-23T07:00:00Z,0.8741189327501431,801LYC600,34.23092,-117.48291,801,San Bernardino,Middle Santa Ana
412M08647,2019-07-16T07:00:00Z,0.6643202293168843,412M08647,34.27872,-118.30172,412,Los Angeles,Los Angeles
SMC00318,2019-08-07T07:00:00Z,0.5178114322925664,SMC00318,33.81287,-118.20558,412,Los Angeles,Los Angeles
SMC01004,2019-07-15T07:00:00Z,0.7659759144678436,SMC01004,34.15016,-118.16579,412,Los Angeles,Los Angeles
412M08646,2019-07-16T07:00:00Z,0.7137969317133442,412M08646,34.1289,-118.08133,412,Los Angeles,Los Angeles
SMC01808,2019-07-09T07:00:00Z,1.0308191517423344,SMC01808,34.3094,-118.07316,412,Los Angeles,Los Angeles
412CE0232,2019-07-15T07:00:00Z,0.3146926653333457,412CE0232,34.15907,-118.45624,412,Los Angeles,Los Angeles
SMC04204,2019-07-30T07:00:00Z,0.9082050952312429,412S04204,34.20358,-118.01853,412,Los Angeles,Los Angeles
412WE0552,2019-07-23T07:00:00Z,0.9780517940715424,412WE0552,34.23908,-118.18059,412,Los Angeles,Los Angeles
412M08641,2019-07-09T07:00:00Z,1.0445991054272001,412M08641,34.30548,-118.06798,412,Los Angeles,Los Angeles
412M08645,2019-07-15T07:00:00Z,0.9642665430475271,412M08645,34.28922,-118.50195,412,Los Angeles,Los Angeles
SMC01260,2019-08-05T07:00:00Z,0.7486776470347186,SMC01260,34.06502,-117.97473,405,Los Angeles,San Gabriel
SMC09534,2018-07-10T07:00:00Z,0.6211491640664426,SMC09534,33.83832,-118.09487,405,Los Angeles,San Gabriel
SMC16832,2018-07-10T07:00:00Z,0.40209304258379047,SMC16832,33.88444,-118.10855,405,Los Angeles,San Gabriel
SMC00608,2018-06-27T07:00:00Z,0.6641022777924258,SMC00608,34.12344,-117.90223,405,Los Angeles,San Gabriel
SMC02656,2018-08-06T07:00:00Z,0.7637147680904895,SMC02656,34.07498,-117.87216,405,Los Angeles,San Gabriel
405CE0280,2018-07-02T07:00:00Z,1.113945600336809,405CE0280,34.23041,-117.74981,405,Los Angeles,San Gabriel
SMC08766,2018-07-10T07:00:00Z,0.5595411121257821,SMC08766,33.90192,-118.10859,405,Los Angeles,San Gabriel
SMC00480,2018-07-02T07:00:00Z,1.1073289028393696,SMC00480,34.23434,-117.73155,405,Los Angeles,San Gabriel
SMC02976,2018-07-09T07:00:00Z,1.173241068538638,SMC02976,34.2579,-117.75661,405,Los Angeles,San Gabriel
SGLT506,2018-07-02T07:00:00Z,0.8786068045334183,SGLT506,34.06173,-117.99129,405,Los Angeles,San Gabriel
SMC03984,2018-07-02T07:00:00Z,0.6632437090809112,SMC03984,34.24613,-117.90186,405,Los Angeles,San Gabriel
SMC00544,2019-06-27T07:00:00Z,0.7686995991102694,SMC00544,34.14677,-117.74153,405,Los Angeles,San Gabriel
SMC00608,2019-07-22T07:00:00Z,0.3730666458793835,SMC00608,34.12344,-117.90223,405,Los Angeles,San Gabriel
SMC00686,2019-08-07T07:00:00Z,0.7031827488812618,SMC00686,34.0322,-117.83819,405,Los Angeles,San Gabriel
SMC12862,2019-07-22T07:00:00Z,0.3206761961174156,SMC12862,33.92148,-118.11149,405,Los Angeles,San Gabriel
SMC20032,2019-07-22T07:00:00Z,0.5593782942338842,SMC20032,33.87664,-118.10774,405,Los Angeles,San Gabriel
SMC01248,2019-08-08T07:00:00Z,0.9473869245500334,SMC01248,34.25895,-117.74499,405,Los Angeles,San Gabriel
405CE0280,2019-08-05T07:00:00Z,1.097974917180816,405CE0280,34.23041,-117.74981,405,Los Angeles,San Gabriel
SMC03216,2019-07-24T07:00:00Z,0.8591620175923226,SMC03216,34.28092,-117.84093,405,Los Angeles,San Gabriel
SMC03280,2019-07-24T07:00:00Z,0.9543278982285791,SMC03280,34.25685,-117.85652,405,Los Angeles,San Gabriel
SMC03452,2019-08-15T07:00:00Z,1.1185207998981321,SMC03452,34.30354,-117.8323,405,Los Angeles,San Gabriel
SGLT506,2019-07-10T07:00:00Z,0.7139806194978964,SGLT506,34.06173,-117.99129,405,Los Angeles,San Gabriel
SMC03984,2019-07-10T07:00:00Z,0.6532196027773653,SMC03984,34.24613,-117.90186,405,Los Angeles,San Gabriel
402M00058,2019-06-10T07:00:00Z,1.3009746471425163,402M00058,34.44552,-119.29586,402,Ventura,Ventura
402M00110,2019-06-10T07:00:00Z,0.9209608124384209,402M00110,34.42735,-119.30364,402,Ventura,Ventura
408M03111,2019-07-25T07:00:00Z,0.24503226902675,408M03111,34.18105,-119.03278,408,Ventura,Calleguas
402M00127,2019-06-10T07:00:00Z,0.7982455730095104,402M00127,34.42503,-119.26342,402,Ventura,Ventura
403M01560,2019-05-15T07:00:00Z,0.6985573269569386,403M01560,34.23545,-119.21253,403,Ventura,Santa Clara
403M01571,2019-06-19T07:00:00Z,0.8597307836313898,403M01571,34.58667,-119.27994,403,Ventura,Santa Clara
403M01580,2019-05-15T07:00:00Z,0.5664319383753273,403M01580,34.23495,-119.23075,403,Ventura,Santa Clara
404M04674,2019-05-09T07:00:00Z,0.6416597812263887,404M04674,34.1462,-118.85088,404,Ventura,Santa Monica Bay
408M03051,2019-06-17T07:00:00Z,0.43842473662710774,408M03051,34.26839,-118.9476,408,Ventura,Calleguas
408M03100,2019-05-09T07:00:00Z,0.5399384224010632,408M03100,34.1812,-119.0871,408,Ventura,Calleguas
ME-CC,2019-07-25T07:00:00Z,0.2737865198498175,ME-CC,34.17912,-119.03968,408,Ventura,Calleguas
ME-SCR2,2019-06-17T07:00:00Z,0.7248207721181177,403M01661,34.30608,-119.09618,403,Ventura,Santa Clara
ME-VR2,2019-07-31T07:00:00Z,0.5689155000357055,ME-VR2,34.34584,-119.29948,402,Ventura,Ventura
SMC00027,2019-06-18T07:00:00Z,1.0194504488516227,403BA0027,34.66254,-119.05249,403,Ventura,Santa Clara
SMC00836,2019-07-25T07:00:00Z,0.24837020453075556,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas
SMC00047,2019-05-15T07:00:00Z,0.44882574825511556,403BA0047,34.27084,-119.1524,403,Ventura,Santa Clara
SMC00271,2019-06-19T07:00:00Z,0.8622099704549474,403M01539,34.5485,-119.16547,403,Ventura,Santa Clara
SMC00660,2019-06-17T07:00:00Z,0.3712617902084721,408BA0660,34.26784,-118.93781,408,Ventura,Calleguas
403M05832,2019-06-27T07:00:00Z,0.6124752482802975,403M05832,34.54997,-118.50855,403,Los Angeles,Santa Clara
403M05844,2019-06-20T07:00:00Z,0.6604958597265002,403M05844,34.59423,-118.56356,403,Los Angeles,Santa Clara
404M07372,2019-07-09T07:00:00Z,0.23445429647534508,404M07372,34.13604,-118.75743,404,Los Angeles,Santa Monica Bay
404M07376,2019-07-09T07:00:00Z,0.6317544831625237,404M07376,34.08222,-118.68792,404,Los Angeles,Santa Monica Bay
SMC01384,2019-07-08T07:00:00Z,0.2975806132156924,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay
SMC01640,2019-07-08T07:00:00Z,0.5423746380819215,SMC01640,34.15335,-118.69679,404,Los Angeles,Santa Monica Bay
404M07375,2019-05-14T07:00:00Z,0.921615187616707,404M07375,34.0915,-118.6697,404,Los Angeles,Santa Monica Bay
801M16957,2019-05-10T07:00:00Z,0.5349320403453812,801M16957,33.85539,-117.3551,801,Riverside,Middle Santa Ana
802M16985,2019-05-10T07:00:00Z,0.619753812803823,802M16985,33.67433,-117.26734,802,Riverside,San Jacinto
SMC06188,2014-06-11T07:00:00Z,0.5342101906270182,SMC06188,34.28315,-118.19731,412,Los Angeles,Los Angeles
904M21761,2019-06-03T07:00:00Z,0.373847424173463,904M21761,33.1082,-117.20794,904,San Diego,Central San Diego
904M21782,2019-06-11T07:00:00Z,0.8798080337036649,904M21782,33.15476,-117.03441,904,San Diego,Central San Diego
904WE1125,2019-06-17T07:00:00Z,0.4014724375424402,904WE1125,33.09896,-117.12876,904,San Diego,Central San Diego
904M21784,2019-06-18T07:00:00Z,0.6043639907957711,904M21784,33.18782,-117.27686,904,San Diego,Central San Diego
SMC00520,2014-06-25T07:00:00Z,0.7893651961788801,SMC00520,34.29626,-118.28252,412,Los Angeles,Los Angeles
907M23385,2019-06-25T07:00:00Z,0.7116256350724667,907M23385,32.81067,-117.07466,907,San Diego,Mission Bay and San Diego River
907M23401,2019-06-13T07:00:00Z,0.4902516043257526,907M23401,32.83431,-117.04648,907,San Diego,Mission Bay and San Diego River
903M20280,2019-07-01T07:00:00Z,0.5458510468135064,903M20280,33.29662,-117.21939,903,San Diego,Northern San Diego
902M20237,2019-06-04T07:00:00Z,0.6465271048085833,902M20237,33.40889,-117.21367,902,San Diego,Northern San Diego
902M20273,2019-06-12T07:00:00Z,0.5543174101040537,902M20273,33.40282,-117.25509,902,San Diego,Northern San Diego
902WE0888,2019-06-11T07:00:00Z,0.8438851256212165,902WE0888,33.45407,-117.30182,902,San Diego,Northern San Diego
902WE0888,2018-05-17T07:00:00Z,0.7140345049216714,902WE0888,33.45407,-117.30182,902,San Diego,Northern San Diego
801M16973,2018-06-06T07:00:00Z,0.548292641768729,801M16973,33.93481,-117.34516,801,Riverside,Middle Santa Ana
801M16976,2018-06-06T07:00:00Z,0.7349017521686725,801M16976,34.01604,-117.37024,801,Riverside,Middle Santa Ana
SMC02494,2014-05-22T07:00:00Z,0.49993291804130763,SMC02494,33.9132,-117.97397,845,Orange,San Gabriel
SMC09698,2018-06-05T07:00:00Z,0.8940846393667191,802S09698,33.7459,-116.70739,802,Riverside,San Jacinto
SMC11581,2018-06-05T07:00:00Z,0.6385683199277563,SMC11581,33.95246,-117.60611,801,Riverside,Middle Santa Ana
SC-MB,2014-06-17T07:00:00Z,0.7811513301817997,SC-MB,33.50543,-117.70897,901,Orange,San Juan
403BA0136,2008-05-13T07:00:00Z,0.6349231862738333,403BA0136,34.51202,-118.45038,403,Los Angeles,Santa Clara
403BA0960,2008-05-21T07:00:00Z,0.9209572965460526,403S00960,34.59078,-118.4617,403,Los Angeles,Santa Clara
404BA0616,2008-06-03T07:00:00Z,0.6515016601231437,404BA0616,34.17453,-118.69879,404,Ventura,Santa Monica Bay
404BA0526,2008-06-04T07:00:00Z,0.94854748255031,404BA0526,34.04298,-118.87219,404,Los Angeles,Santa Monica Bay
404BA0142,2008-06-18T07:00:00Z,1.0015434767546403,404BA0142,34.05144,-118.77622,404,Los Angeles,Santa Monica Bay
404BA1128,2008-06-19T07:00:00Z,0.49504013516982037,404S01128,34.10389,-118.71271,404,Los Angeles,Santa Monica Bay
SMC02884,2014-05-27T07:00:00Z,0.24586836297479242,SMC02884,34.21749,-118.98533,408,Ventura,Calleguas
404BA0084,2008-06-04T07:00:00Z,0.8783066918273179,404BA0084,34.09079,-118.94926,404,Ventura,Santa Monica Bay
404BA0964,2008-06-04T07:00:00Z,0.9320702092780611,404BA0964,34.06133,-118.9649,404,Ventura,Santa Monica Bay
404BA0104,2008-06-18T07:00:00Z,0.6502856852235427,404BA0104,34.09419,-118.73235,404,Los Angeles,Santa Monica Bay
205R00547,2013-06-04T07:00:00Z,0.6617361178787742,205R00547,37.3484,-121.9895,205,Santa Clara,SMC_out
404BA0376,2008-06-05T07:00:00Z,0.7706980979639407,404BA0376,34.11648,-118.66164,404,Los Angeles,Santa Monica Bay
408BA0036,2008-05-05T07:00:00Z,0.5842181150547583,408BA0036,34.21502,-118.87899,408,Ventura,Calleguas
403BA0027,2008-05-20T07:00:00Z,0.8756645434577466,403BA0027,34.66254,-119.05249,403,Ventura,Santa Clara
SMC01960,2014-05-21T07:00:00Z,0.3436260700785389,SMC01960,34.26554,-118.75916,408,Ventura,Calleguas
403BA0068,2008-05-14T07:00:00Z,0.5459681400722979,403BA0068,34.39179,-118.90285,403,Ventura,Santa Clara
402BA0079,2008-05-28T07:00:00Z,0.7016837397858415,402BA0079,34.41183,-119.27418,402,Ventura,Ventura
403BA0047,2008-05-15T07:00:00Z,0.6431877296958767,403BA0047,34.27084,-119.1524,403,Ventura,Santa Clara
403BA0015,2008-05-19T07:00:00Z,1.0315065133729846,403BA0015,34.5312,-119.18421,403,Ventura,Santa Clara
408BA0268,2008-05-06T07:00:00Z,0.5064738393885674,408BA0268,34.32646,-118.7182,408,Ventura,Calleguas
408BA0580,2008-05-07T07:00:00Z,0.5781272162172045,408BA0580,34.26537,-119.09462,408,Ventura,Calleguas
408BA0660,2008-05-06T07:00:00Z,0.38223852043424156,408BA0660,34.26784,-118.93781,408,Ventura,Calleguas
403BA0191,2008-05-14T07:00:00Z,0.9811770019456293,403BA0191,34.36762,-119.0538,403,Ventura,Santa Clara
402BA0143,2008-05-21T07:00:00Z,0.8610115178303701,402BA0143,34.36483,-119.31057,402,Ventura,Ventura
402BA0031,2008-05-28T07:00:00Z,1.0662666245648675,402BA0031,34.44652,-119.29227,402,Ventura,Ventura
402BA0335,2008-05-27T07:00:00Z,0.5351523820888946,402BA0335,34.37965,-119.30751,402,Ventura,Ventura
404S17266,2009-05-19T07:00:00Z,0.5612979850705754,404S17266,34.10741,-118.7118,404,Los Angeles,Santa Monica Bay
404S17664,2009-05-20T07:00:00Z,0.5750733365252174,404S17664,34.14994,-118.6976,404,Los Angeles,Santa Monica Bay
404S22464,2009-05-19T07:00:00Z,0.46925033852678744,404S22464,34.12676,-118.70685,404,Los Angeles,Santa Monica Bay
205R00686,2013-04-24T07:00:00Z,0.47639779108662456,205R00686,37.5124,-121.9439,205,Alameda,SMC_out
402SNPMCR,2014-07-29T07:00:00Z,0.824842190194616,402SNPMCR,34.50509,-119.37741,402,Ventura,Ventura
404S11406,2009-05-11T07:00:00Z,0.549734451996346,404S11406,34.04939,-118.69,404,Los Angeles,Santa Monica Bay
404S08616,2009-05-13T07:00:00Z,0.7369322076483708,404S08616,34.12188,-118.7924,404,Los Angeles,Santa Monica Bay
404S16516,2009-05-18T07:00:00Z,0.5327288277302241,404S16516,34.12998,-118.75648,404,Los Angeles,Santa Monica Bay
402SNPMCR,2014-07-08T07:00:00Z,0.7576237132736956,402SNPMCR,34.50509,-119.37741,402,Ventura,Ventura
404S05992,2009-05-12T07:00:00Z,0.5487275552094207,404S05992,34.15698,-118.7588,404,Los Angeles,Santa Monica Bay
403S03832,2009-06-08T07:00:00Z,0.8684808134903943,403S03832,34.40211,-118.78471,403,Ventura,Santa Clara
403S01272,2009-06-09T07:00:00Z,0.6687069453980278,403S01272,34.40303,-118.6905,403,Los Angeles,Santa Clara
403S14156,2009-06-09T07:00:00Z,0.37654609752888524,403S14156,34.42523,-118.582,403,Los Angeles,Santa Clara
403S01784,2009-06-09T07:00:00Z,0.5176640563780021,403S01784,34.40228,-118.7471,403,Ventura,Santa Clara
404S08040,2009-05-12T07:00:00Z,0.6577232845203677,404S08040,34.14358,-118.75527,404,Los Angeles,Santa Monica Bay
403S00772,2009-05-20T07:00:00Z,0.9198855769069151,403S00772,34.40976,-118.9322,403,Ventura,Santa Clara
404S06456,2009-05-14T07:00:00Z,0.6836746072984032,404S06456,34.06463,-118.58685,404,Los Angeles,Santa Monica Bay
909M24951,2019-04-30T07:00:00Z,0.41183592166372046,909M24951,32.77066,-116.81351,909,San Diego,Southern San Diego
SMC08335,2015-06-11T07:00:00Z,0.896696124684653,SMC08335,34.34583,-119.29948,402,Ventura,Ventura
403S00831,2010-06-10T07:00:00Z,0.839555453087093,403S00831,34.43048,-118.8318,403,Ventura,Santa Clara
404S25668,2010-06-23T07:00:00Z,0.6027321273001891,404S25668,34.12139,-118.70914,404,Los Angeles,Santa Monica Bay
403S01883,2010-06-21T07:00:00Z,0.911758424780743,403S01883,34.71629,-119.0189,403,Ventura,Santa Clara
404S13160,2010-06-21T07:00:00Z,0.5749045729255349,404S13160,34.1578,-118.75973,404,Los Angeles,Santa Monica Bay
403S06904,2010-06-09T07:00:00Z,0.3440281465385028,403S06904,34.41964,-118.78769,403,Ventura,Santa Clara
403S05247,2010-06-01T07:00:00Z,0.5863913065108997,403S05247,34.36931,-118.98739,403,Ventura,Santa Clara
909M24953,2019-04-30T07:00:00Z,0.4413965959362335,909M24953,32.80613,-116.79967,909,San Diego,Southern San Diego
403S11084,2010-06-09T07:00:00Z,0.4202190408856595,403S11084,34.42487,-118.56081,403,Los Angeles,Santa Clara
403S04600,2010-06-08T07:00:00Z,0.4624549672025718,SMC04600,34.39728,-118.7105,403,Ventura,Santa Clara
403S01707,2010-06-07T07:00:00Z,0.7841084598813542,403S01707,34.59835,-119.34799,403,Ventura,Santa Clara
403S05291,2010-06-07T07:00:00Z,1.0898879472918113,403S05291,34.56397,-119.26305,403,Ventura,Santa Clara
403S03320,2010-06-08T07:00:00Z,0.42083318807528025,403S03320,34.39996,-118.72346,403,Ventura,Santa Clara
404S00808,2010-06-22T07:00:00Z,0.5212180334164882,404BA0808,34.11411,-118.77907,404,Los Angeles,Santa Monica Bay
403S00875,2010-06-24T07:00:00Z,0.9632194046738567,403S00875,34.55668,-119.30629,403,Ventura,Santa Clara
404S14952,2011-06-15T07:00:00Z,0.6060529214085905,404S14952,34.14268,-118.70089,404,Los Angeles,Santa Monica Bay
403S01536,2011-07-12T07:00:00Z,0.6683904411584706,403S01536,34.56909,-118.39212,403,Los Angeles,Santa Clara
404S13672,2011-06-08T07:00:00Z,0.4689593855407361,404S13672,34.0754,-118.70292,404,Los Angeles,Santa Monica Bay
404S16232,2011-06-09T07:00:00Z,0.42825009816740545,404S16232,34.12549,-118.75317,404,Los Angeles,Santa Monica Bay
403S01136,2011-06-13T07:00:00Z,0.39900269238436803,403S01136,34.62762,-118.74403,403,Los Angeles,Santa Clara
403S02363,2011-06-16T07:00:00Z,0.7097294085300606,403S02363,34.55885,-119.15456,403,Ventura,Santa Clara
403S04868,2011-06-15T07:00:00Z,0.9619436494656415,403S04868,34.40491,-118.93943,403,Ventura,Santa Clara
404S26868,2012-06-26T07:00:00Z,0.4899747703464491,404S26868,34.09675,-118.71737,404,Los Angeles,Santa Monica Bay
