stationcode,sampledate,csci,comid,masterid
202R00024,2012-06-06T07:00:00Z,0.91835426,17688291,202R00024
202R00072,2012-05-29T07:00:00Z,0.98560113,17687547,202R00072
202R00087,2012-05-30T07:00:00Z,0.78271548,17687379,202R00087
202R00248,2013-05-23T07:00:00Z,1.11503143,17687979,202R00248
202R00280,2013-05-22T07:00:00Z,0.85457014,17688015,202R00280
202R00284,2012-06-15T07:00:00Z,0.84058582,17687425,202R00284
202R00328,2014-05-07T07:00:00Z,1.03489502,17687547,202R00328
202R00908,2013-05-21T07:00:00Z,0.25620949,17687383,202R00908
202R00972,2014-05-08T07:00:00Z,0.50923853,17687549,202R00972
202R01308,2014-05-07T07:00:00Z,0.37508634,17688275,202R01308
202SGR010,2002-04-11T07:00:00Z,1.17253007,17687955,202SGR010
202SGR010,2018-06-07T07:00:00Z,1.00366241,17687955,202SGR010
202SGR030,2002-04-11T07:00:00Z,1.00315504,17687907,202SGR030
202SGR040,2002-04-11T07:00:00Z,1.23689185,17687989,202SGR040
202SGR040,2018-06-06T07:00:00Z,1.21032946,17687989,202SGR040
202SGR060,2002-04-11T07:00:00Z,1.19883381,17687987,202SGR060
202SGR075,2002-04-11T07:00:00Z,1.21022843,17687987,202SGR075
202SGR080,2002-04-11T07:00:00Z,1.12352448,17687985,202SGR080
202SGR090,2002-04-11T07:00:00Z,1.14015279,17688009,202SGR090
202SGR110,2002-04-11T07:00:00Z,1.18130292,17687931,202SGR110
202SGR110,2018-06-06T07:00:00Z,0.91944152,17687931,202SGR110
202SGR120,2002-04-11T07:00:00Z,1.02635931,17687887,202SGR120
202SGR130,2002-04-11T07:00:00Z,1.15039444,17688293,202SGR130
202SGR130,2018-05-30T07:00:00Z,1.20569904,17688293,202SGR130
202SGR150,2002-04-11T07:00:00Z,1.14279942,17688013,202SGR150
202SPE090,2003-05-04T07:00:00Z,0.94162907,17687393,202SPE090
202SPE090,2002-05-11T07:00:00Z,0.96889282,17687393,202SPE090
202SPE090,2009-06-15T07:00:00Z,0.8891086,17687393,202SPE090
203BAX030,2005-04-11T07:00:00Z,0.22298054,-9999,203BAX030
203BAX030,2008-04-12T07:00:00Z,0.29547462,-9999,203BAX030
203BAX030,2009-04-30T07:00:00Z,0.35218041,-9999,203BAX030
203BAX030,2006-05-04T07:00:00Z,0.21592854,-9999,203BAX030
203BAX030,2007-05-10T07:00:00Z,0.35616807,-9999,203BAX030
203BAX050,2005-04-19T07:00:00Z,0.0704245,-9999,203BAX050
203CER020,2005-04-11T07:00:00Z,0.31922798,1671591,203CER020
203CER020,2006-05-05T07:00:00Z,0.64562451,1671591,203CER020
203CER020,2008-05-06T07:00:00Z,0.35260237,1671591,203CER020
203COD020,2005-04-11T07:00:00Z,0.2749991,1671603,203COD020
203COD020,2004-04-14T07:00:00Z,0.42196343,1671603,203COD020
203COD080,2005-04-12T07:00:00Z,0.29477327,1671603,203COD080
203COD080,2004-04-13T07:00:00Z,0.27786395,1671603,203COD080
203COD080,2006-05-01T07:00:00Z,0.46733249,1671603,203COD080
203COD120,2004-04-13T07:00:00Z,0.38413726,-9999,203COD120
203COD120,2005-04-13T07:00:00Z,0.21327589,-9999,203COD120
203LOB020,2005-04-20T07:00:00Z,0.30953976,-9999,203LOB020
203PS0070,2010-07-19T07:00:00Z,0.63418228,1671421,203PS0070
203PS0070,2010-09-07T07:00:00Z,0.62884112,1671421,203PS0070
203R00295,2014-07-01T07:00:00Z,0.34541566,1671603,203R00295
203R00983,2013-06-06T07:00:00Z,0.76686857,1671611,203R00983
203STW010,2005-04-12T07:00:00Z,0.44764802,-9999,203STW010
203STW010,2004-04-15T07:00:00Z,0.48197486,-9999,203STW010
203STW030,2005-04-13T07:00:00Z,0.46286819,-9999,203STW030
203TEM060,2005-04-19T07:00:00Z,0.12967362,1671639,203TEM060
203TEM090,2005-04-12T07:00:00Z,0.41669735,1671803,203TEM090
204AHOACR,2016-04-26T07:00:00Z,0.91620087,2809859,204AHOACR
204AHOACR,2015-04-27T07:00:00Z,1.08741822,2809859,204AHOACR
204AHOACR,2004-05-13T07:00:00Z,1.06957656,2809859,204AHOACR
204AHOACR,2014-06-02T07:00:00Z,1.09444105,2809859,204AHOACR
204ALA525,2012-05-22T07:00:00Z,1.24671391,2809691,204ALA525
204ALP010,2001-04-20T07:00:00Z,0.52232744,2806337,204ALP010
204ALP040,2001-04-26T07:00:00Z,0.37924131,2806327,204ALP040
204ALP070,2001-04-26T07:00:00Z,0.47359337,2806323,204ALP070
204ALP080,2001-04-26T07:00:00Z,0.49925641,2806319,204ALP080
204ALP100,2001-04-26T07:00:00Z,0.4052553,2808527,204ALP100
204ALP110,2001-04-26T07:00:00Z,0.46719168,2808529,204ALP110
204ALP140,2001-04-26T07:00:00Z,0.56348161,2806261,204ALP140
204AMCADD,2014-04-25T07:00:00Z,1.04883918,2809681,204AMCADD
204AMO070,2005-04-12T07:00:00Z,0.31598291,2806391,204AMO070
204AMO100,2005-04-12T07:00:00Z,0.68734991,2808535,204AMO100
204AMO160,2005-04-12T07:00:00Z,0.62161431,2806597,204AMO160
204AMO180,2005-04-11T07:00:00Z,0.93962488,2808559,204AMO180
204AMO180,2018-05-14T07:00:00Z,0.79113968,2808559,204AMO180
204AMO200,2005-04-11T07:00:00Z,0.58544208,2809733,204AMO200
204AVJ020,2004-04-15T07:00:00Z,0.35503483,2803839,204AVJ020
204AVJ020,2005-04-15T07:00:00Z,0.522347,2803839,204AVJ020
204AVJ090,2005-04-15T07:00:00Z,0.36442421,2803829,204AVJ090
204AVJ090,2004-04-22T07:00:00Z,0.54790998,2803829,204AVJ090
204AVJ110,2005-04-15T07:00:00Z,0.69375764,2803831,204AVJ110
204AVJ110,2004-04-23T07:00:00Z,0.75906377,2803831,204AVJ110
204AVJ130,2005-04-12T07:00:00Z,0.33214949,2803841,204AVJ130
204AVJ130,2004-04-22T07:00:00Z,0.4146044,2803841,204AVJ130
204CE0116,2015-05-05T07:00:00Z,0.97685959,2810027,204CE0116
204CE0116,2005-08-09T07:00:00Z,1.01446876,2810027,204CE0116
204CE0116,2005-08-09T07:00:00Z,0.84507501,2810027,204CE0116
204CE0282,2006-05-23T07:00:00Z,0.37076076,2803715,204CE0282
204CE0282,2006-05-23T07:00:00Z,0.40904562,2803715,204CE0282
204CE0314,2007-05-30T07:00:00Z,0.43446048,2804929,204CE0314
204CE0314,2007-05-30T07:00:00Z,0.50504717,2804929,204CE0314
204CE0516,2004-06-09T07:00:00Z,0.37966162,2814093,204CE0516
204CE0602,2005-06-01T07:00:00Z,0.46526002,2803723,204CE0602
204CE0602,2005-06-01T07:00:00Z,0.49352332,2803723,204CE0602
204CE0730,2007-05-30T07:00:00Z,0.42532014,2803983,204CE0730
204CE0730,2007-05-30T07:00:00Z,0.47731254,2803983,204CE0730
204CLCACR,2014-04-25T07:00:00Z,0.74819901,2804901,204CLCACR
204FCA016,2008-07-24T07:00:00Z,0.88863795,2810225,204FCA016
204IND200,2009-04-13T07:00:00Z,1.05869228,2808579,204IND200
204IND200,2015-04-28T07:00:00Z,0.69120926,2808579,204IND200
553WER208,2004-07-08T07:00:00Z,1.05093498,14917715,553WER208
204IND200,2008-04-29T07:00:00Z,1.02903033,2808579,204IND200
204IND200,2010-05-25T07:00:00Z,0.95073963,2808579,204IND200
204IND200,2015-06-15T07:00:00Z,0.64737177,2808579,204IND200
204INDSAR,2004-05-06T07:00:00Z,1.1368207,2808579,204INDSAR
204ISL050,2005-04-20T07:00:00Z,0.33453514,-9999,204ISL050
204LACSAC,2004-05-11T07:00:00Z,1.07564292,2808575,204LACSAC
204LIO080,2005-04-13T07:00:00Z,0.49318508,-9999,204LIO080
204LIO080,2004-04-14T07:00:00Z,0.57456901,-9999,204LIO080
204LIO130,2005-04-13T07:00:00Z,0.61305029,-9999,204LIO130
204LIO130,2004-04-14T07:00:00Z,0.80309298,-9999,204LIO130
204LME100,2005-04-13T07:00:00Z,0.17788048,2803733,204LME100
204PRL020,2005-04-13T07:00:00Z,0.29188132,2803789,204PRL020
204PRL080,2005-04-13T07:00:00Z,0.42352161,2803789,204PRL080
204PS0038,2008-06-19T07:00:00Z,0.3873824,2804921,204PS0038
204PS0094,2010-07-14T07:00:00Z,0.30415231,2806357,204PS0094
204PS0102,2011-06-15T07:00:00Z,0.84062608,2803945,204PS0102
204PS0102,2011-08-10T07:00:00Z,0.82951009,2803945,204PS0102
204PS0118,2011-06-15T07:00:00Z,0.58194695,2804621,204PS0118
204PS0378,2017-06-08T07:00:00Z,1.04382375,2806865,204PS0378
204R00047,2012-06-06T07:00:00Z,0.4783459,2803979,204R00047
204R00063,2013-06-04T07:00:00Z,0.46486887,2803789,204R00063
204R00068,2012-05-31T07:00:00Z,0.54204045,2806325,204R00068
204R00084,2012-05-24T07:00:00Z,0.44947566,2806333,204R00084
204R00100,2012-05-30T07:00:00Z,0.35866512,2806365,204R00100
204R00180,2012-05-30T07:00:00Z,0.5022244,2804511,204R00180
204R00189,2013-05-06T07:00:00Z,0.95915544,2811071,204R00189
204R00191,2012-05-29T07:00:00Z,0.63948531,2806459,204R00191
204R00200,2012-05-03T07:00:00Z,0.44910021,2804687,204R00200
204R00232,2012-06-12T07:00:00Z,0.43650985,2809129,204R00232
204R00244,2012-06-12T07:00:00Z,0.46570438,2809127,204R00244
204R00292,2014-05-07T07:00:00Z,0.23310006,2806393,204R00292
204R00303,2012-06-14T07:00:00Z,0.45209691,2803981,204R00303
204R00319,2012-06-07T07:00:00Z,0.73928144,2803791,204R00319
204R00334,2013-05-08T07:00:00Z,0.57993853,2806531,204R00334
204R00340,2012-06-11T07:00:00Z,0.21743729,2806301,204R00340
204R00356,2012-06-04T07:00:00Z,0.43683549,2806461,204R00356
204R00367,2012-06-12T07:00:00Z,0.70445836,2804011,204R00367
204R00383,2012-06-11T07:00:00Z,0.16231388,2804015,204R00383
204R00391,2012-06-06T07:00:00Z,0.47395524,2804385,204R00391
204R00436,2013-05-20T07:00:00Z,0.3644121,2804427,204R00436
204R00447,2013-04-22T07:00:00Z,0.34617271,2806527,204R00447
204R00455,2012-06-13T07:00:00Z,0.76319852,2804939,204R00455
204R00473,2013-05-09T07:00:00Z,0.66785432,2808535,204R00473
204R00520,2013-05-28T07:00:00Z,0.5303477,2804731,204R00520
204R00583,2012-06-13T07:00:00Z,0.19608982,2804187,204R00583
204R00590,2013-05-08T07:00:00Z,0.6565788,2806531,204R00590
204R00596,2012-05-31T07:00:00Z,0.21327445,2806309,204R00596
204R00623,2013-06-03T07:00:00Z,0.70910167,2803945,204R00623
204R00647,2012-06-18T07:00:00Z,0.77453922,2804235,204R00647
204R00665,2014-04-16T07:00:00Z,0.65001037,2806319,204R00665
204R00680,2013-05-28T07:00:00Z,0.52342839,2809137,204R00680
204R00724,2013-05-21T07:00:00Z,0.72556815,2806333,204R00724
204R00751,2013-06-05T07:00:00Z,0.469833,2803759,204R00751
204R00807,2013-05-21T07:00:00Z,0.26630806,2804039,204R00807
204R00852,2013-05-06T07:00:00Z,0.45697291,2808521,204R00852
204R00884,2013-05-20T07:00:00Z,0.45294793,2804427,204R00884
204R00927,2014-05-13T07:00:00Z,0.32620208,2803947,204R00927
204R00967,2013-04-25T07:00:00Z,0.17092216,2804449,204R00967
204R01007,2014-06-02T07:00:00Z,0.70691858,2804885,204R01007
204R01012,2014-04-29T07:00:00Z,0.58861341,2809123,204R01012
204R01023,2014-04-16T07:00:00Z,0.35018015,2806397,204R01023
204R01087,2014-06-03T07:00:00Z,1.03660823,2804883,204R01087
204R01108,2014-05-12T07:00:00Z,0.29329058,2806295,204R01108
204R01204,2014-04-28T07:00:00Z,0.5520836,2804535,204R01204
204R01256,2014-05-03T07:00:00Z,0.53030588,2809131,204R01256
204R01268,2014-05-06T07:00:00Z,0.50012899,2809137,204R01268
204R01288,2014-04-29T07:00:00Z,0.34659911,2804707,204R01288
204R01316,2013-05-22T07:00:00Z,0.30919401,2806395,204R01316
204R01433,2014-05-08T07:00:00Z,0.35148287,-9999,204R01433
204R01460,2014-04-28T07:00:00Z,0.44059352,2804511,204R01460
204R01471,2013-05-22T07:00:00Z,0.22792878,2806357,204R01471
204R01479,2014-04-15T07:00:00Z,0.16718838,2804437,204R01479
204R01607,2014-05-07T07:00:00Z,0.16274259,2804085,204R01607
204R01620,2014-04-28T07:00:00Z,0.16484685,2806373,204R01620
204R01663,2014-05-14T07:00:00Z,0.57487851,2806487,204R01663
204R01759,2014-05-27T07:00:00Z,0.74371502,2804011,204R01759
204R01791,2014-04-28T07:00:00Z,0.39246303,2806359,204R01791
204SAU030,2004-04-13T07:00:00Z,0.55063919,2803791,204SAU030
204SAU030,2005-04-14T07:00:00Z,0.48679243,2803791,204SAU030
204SAU080,2004-04-12T07:00:00Z,0.61028787,2803791,204SAU080
204SAU080,2004-04-12T07:00:00Z,0.48103777,2803791,204SAU080
204SAU080,2005-04-14T07:00:00Z,0.4993372,2803791,204SAU080
204SAU080,2003-04-24T07:00:00Z,0.64219719,2803791,204SAU080
204SAU080,2002-04-25T07:00:00Z,0.56588237,2803791,204SAU080
204SAU080,2001-04-26T07:00:00Z,0.5254817,2803791,204SAU080
204SAU080,2005-05-02T07:00:00Z,0.38724419,2803791,204SAU080
204SAU130,2004-04-12T07:00:00Z,1.05980035,2804883,204SAU130
204SAU130,2005-04-14T07:00:00Z,0.93438247,2804883,204SAU130
204SAU130,2003-04-23T07:00:00Z,1.10702059,2804883,204SAU130
204SAU130,2006-05-01T07:00:00Z,1.04115948,2804883,204SAU130
204SAU130,2005-05-02T07:00:00Z,1.00817127,2804883,204SAU130
204SAU130,2018-05-07T07:00:00Z,1.09770878,2804883,204SAU130
204SIN300,2012-05-15T07:00:00Z,0.7664463,2806659,204SIN300
204SLE030,2001-05-02T07:00:00Z,0.47283685,2804921,204SLE030
204SLE165,2001-05-03T07:00:00Z,1.19777189,2803769,204SLE165
204SLE170,2001-05-02T07:00:00Z,0.66365774,2803759,204SLE170
204SLE180,2001-05-02T07:00:00Z,0.93383504,2804885,204SLE180
204SLE210,2001-05-03T07:00:00Z,0.52545691,2803717,204SLE210
204SLE220,2001-05-02T07:00:00Z,0.93464435,2803727,204SLE220
204SMA020,2003-04-01T08:00:00Z,0.31613737,2804607,204SMA020
204SMA020,2004-04-14T07:00:00Z,0.36398525,2804607,204SMA020
204SMA060,2003-04-01T08:00:00Z,0.25589248,2804607,204SMA060
204SMA060,2004-04-14T07:00:00Z,0.3477447,2804607,204SMA060
204SMA080,2003-04-01T08:00:00Z,0.30210623,2804607,204SMA080
204SMA080,2004-04-13T07:00:00Z,0.37117627,2804607,204SMA080
204SMA110,2003-04-01T08:00:00Z,0.2459711,2804687,204SMA110
204SMA120,2003-04-01T08:00:00Z,0.25264605,2804621,204SMA120
204SMA120,2004-04-13T07:00:00Z,0.36597389,2804621,204SMA120
204SMA160,2003-04-02T08:00:00Z,0.91269123,2805011,204SMA160
204SMA160,2004-04-15T07:00:00Z,0.8398617,2805011,204SMA160
204SMA180,2003-04-02T08:00:00Z,0.79396229,2809039,204SMA180
204SMA180,2004-04-15T07:00:00Z,1.02176489,2809039,204SMA180
204WE0748,2001-08-20T07:00:00Z,0.40925087,2804921,204WE0748
204WE0748,2001-08-20T07:00:00Z,0.39885369,2804921,204WE0748
204WE0984,2002-06-19T07:00:00Z,1.04707028,2810225,204WE0984
204WE0984,2002-06-19T07:00:00Z,1.07674254,2810225,204WE0984
205AAG400,2012-06-05T07:00:00Z,0.65445223,948050186,205AAG400
205CE0132,2005-05-31T07:00:00Z,0.61707487,17695715,205CE0132
205CE0132,2005-05-31T07:00:00Z,0.60249476,17695715,205CE0132
205CE0260,2006-05-16T07:00:00Z,0.64862241,948050176,205CE0260
205CE0260,2006-05-16T07:00:00Z,0.57663229,948050176,205CE0260
205CE0356,2007-05-29T07:00:00Z,0.43798283,17695615,205CE0356
205CE0580,2005-08-10T07:00:00Z,1.02608517,17693111,205CE0580
205CE0580,2005-08-10T07:00:00Z,1.02132441,17693111,205CE0580
205COY140,2008-05-02T07:00:00Z,1.25495706,17694083,205COY140
205COY140,2003-05-06T07:00:00Z,1.2866855,17694083,205COY140
205COY140,2009-06-17T07:00:00Z,0.95937616,17694083,205COY140
205COY610,2009-04-15T07:00:00Z,0.96432658,17694855,205COY610
205COY610,2008-04-30T07:00:00Z,0.78001688,17694855,205COY610
205COY610,2015-05-11T07:00:00Z,0.75608624,17694855,205COY610
205COY610,2019-05-28T07:00:00Z,0.83780474,17694855,205COY610
205COY610,2010-06-03T07:00:00Z,0.71025299,17694855,205COY610
205COY850,2012-05-21T07:00:00Z,1.02012669,17694631,205COY850
553WER208,2004-07-08T07:00:00Z,1.14963351,14917715,553WER208
553WER224,2004-07-07T07:00:00Z,0.97836139,14917925,553WER224
553WER224,2004-07-07T07:00:00Z,0.9187082,14917925,553WER224
553WER225,2004-07-08T07:00:00Z,1.03562914,14922769,553WER225
553WER225,2004-07-08T07:00:00Z,1.03536261,14922769,553WER225
554CE0204,2006-08-30T07:00:00Z,1.2718282,14959869,554CE0204
554CE0204,2006-08-30T07:00:00Z,1.24616356,14959869,554CE0204
554CLCALK,2011-08-23T07:00:00Z,1.13694696,14970699,554CLCALK
554NMCCVD,2016-10-01T07:00:00Z,0.73259631,14970721,554NMCCVD
554NMCCVM,2011-09-09T07:00:00Z,0.86482884,14970721,554NMCCVM
554NMCCVM,2016-10-01T07:00:00Z,0.80666836,14970721,554NMCCVM
554NYCGWD,2011-08-25T07:00:00Z,0.91221168,14971045,554NYCGWD
554PMCABC,2011-08-24T07:00:00Z,1.08723727,14971713,554PMCABC
205COY900,2012-05-16T07:00:00Z,0.65306497,17694669,205COY900
205CYCAHH,2008-06-10T07:00:00Z,1.08980346,17694881,205CYCAHH
205CYCAHH,2017-06-12T07:00:00Z,1.05330444,17694881,205CYCAHH
205CYCNGR,2014-04-24T07:00:00Z,0.67287056,17694891,205CYCNGR
205LGA700,2004-05-13T07:00:00Z,1.07978937,17694857,205LGA700
205LGA700,2012-05-23T07:00:00Z,1.23412465,17694857,205LGA700
205PER010,2002-04-12T07:00:00Z,0.32234313,17693221,205PER010
205PER010,2007-04-16T07:00:00Z,0.43408035,17693221,205PER010
205PER010,2006-05-12T07:00:00Z,0.25502887,17693221,205PER010
205PER020,2002-04-12T07:00:00Z,0.23044074,17693221,205PER020
205PER030,2002-04-11T07:00:00Z,0.55020976,17693231,205PER030
205PER040,2002-04-11T07:00:00Z,0.34759635,17693229,205PER040
205PER050,2002-04-12T07:00:00Z,0.63521174,17693231,205PER050
205PER050,2007-04-16T07:00:00Z,0.67547501,17693231,205PER050
205PER050,2006-05-12T07:00:00Z,0.739672,17693231,205PER050
205PER070,2002-04-12T07:00:00Z,0.66761007000000006,17693015,205PER070
205PER070,2007-04-20T07:00:00Z,0.67502887,17693015,205PER070
205PER070,2006-05-11T07:00:00Z,0.57380113,17693015,205PER070
205PER080,2002-04-12T07:00:00Z,0.87240033,17693009,205PER080
205PER080,2007-04-20T07:00:00Z,0.87189972,17693009,205PER080
205PER080,2006-05-11T07:00:00Z,0.8675112,17693009,205PER080
205PS0045,2009-06-17T07:00:00Z,0.6097348,17695691,205PS0045
205PS0074,2010-07-14T07:00:00Z,0.25915885,17693217,205PS0074
205PS0106,2011-06-21T07:00:00Z,0.66135544,17695611,205PS0106
205PS0109,2011-06-21T07:00:00Z,0.65370548,17694189,205PS0109
205PS0138,2011-06-01T07:00:00Z,0.58100758,17693219,205PS0138
205PS0157,2012-06-19T07:00:00Z,0.53500299,948050175,205PS0157
205PS0170,2012-06-19T07:00:00Z,0.49262046,17694117,205PS0170
205PS0173,2012-06-20T07:00:00Z,0.66974247,17694479,205PS0173
205PS0202,2013-05-22T07:00:00Z,0.77813932,17693229,205PS0202
205PS0202,2013-07-17T07:00:00Z,0.83108275,17693229,205PS0202
205PS0221,2013-05-20T07:00:00Z,0.46536812,948050176,205PS0221
205PS0234,2013-05-22T07:00:00Z,1.02637844,17694083,205PS0234
205PS0365,2017-06-06T07:00:00Z,0.65764152,17695691,205PS0365
205R00021,2012-05-16T07:00:00Z,0.97871155,17694311,205R00021
205R00026,2012-05-14T07:00:00Z,0.73392122,-9999,205R00026
205R00035,2012-05-24T07:00:00Z,0.63086048,17694105,205R00035
205R00042,2012-05-21T07:00:00Z,0.53717631,17695833,205R00042
205R00058,2012-05-15T07:00:00Z,1.15562969,17693071,205R00058
205R00067,2012-06-03T07:00:00Z,0.40282319,948050174,205R00067
205R00088,2012-06-04T07:00:00Z,1.21265477,17693241,205R00088
205R00090,2012-05-23T07:00:00Z,0.24974715,17695685,205R00090
205R00099,2012-05-17T07:00:00Z,0.58740392,17693029,205R00099
205R00110,2012-06-18T07:00:00Z,0.58763367,17691111,205R00110
205R00115,2012-06-05T07:00:00Z,0.22783997,17693251,205R00115
205R00131,2012-06-03T07:00:00Z,0.33120487,17695609,205R00131
205R00154,2012-05-22T07:00:00Z,0.14446077,17695685,205R00154
205R00168,2012-06-04T07:00:00Z,0.94543982,17692971,205R00168
205R00170,2013-05-29T07:00:00Z,1.09010333,17693075,205R00170
205R00174,2013-04-23T07:00:00Z,0.38860893,17692593,205R00174
205R00182,2013-05-07T07:00:00Z,0.74316346,17694641,205R00182
205R00218,2012-05-23T07:00:00Z,0.54905261,948050176,205R00218
205R00227,2012-06-05T07:00:00Z,0.64006903,17693219,205R00227
205R00234,2012-05-15T07:00:00Z,0.72668106,17695693,205R00234
205R00241,2012-05-24T07:00:00Z,0.34702193,17694229,205R00241
205R00259,2012-06-14T07:00:00Z,0.48653655,17694137,205R00259
205R00266,2014-04-23T07:00:00Z,0.43485076,17694579,205R00266
205R00282,2012-05-22T07:00:00Z,0.77507776,17694479,205R00282
205R00291,2012-06-13T07:00:00Z,0.55484616,948050175,205R00291
205R00330,2014-04-30T07:00:00Z,1.23731169,17694589,205R00330
205R00346,2012-06-14T07:00:00Z,0.53661677,17695687,205R00346
205R00355,2012-06-13T07:00:00Z,0.67234078,948050173,205R00355
205R00362,2014-05-01T07:00:00Z,1.16202211,17693103,205R00362
205R00366,2014-04-29T07:00:00Z,0.40555153,17692595,205R00366
205R00374,2013-06-03T07:00:00Z,0.71004477,17694725,205R00374
205R00387,2013-06-06T07:00:00Z,0.26544896,17693965,205R00387
205R00394,2014-05-12T07:00:00Z,1.24548242,17694805,205R00394
205R00419,2013-06-11T07:00:00Z,0.79228745,17693255,205R00419
205R00430,2012-06-05T07:00:00Z,0.43758626,17693877,205R00430
205R00451,2013-06-05T07:00:00Z,0.471912,17695611,205R00451
205R00474,2013-05-09T07:00:00Z,0.72223471,948050176,205R00474
205R00535,2012-06-20T07:00:00Z,0.33193863,17690493,205R00535
205R00538,2013-05-08T07:00:00Z,0.51495399,17694547,205R00538
205R00547,2013-06-04T07:00:00Z,0.462989,17695619,205R00547
205R00554,2013-05-29T07:00:00Z,0.70328433,17695693,205R00554
205R00586,2013-06-10T07:00:00Z,0.99567561,17694761,205R00586
205R00602,2013-06-03T07:00:00Z,0.59564558,17694451,205R00602
205R00627,2013-06-04T07:00:00Z,0.53450777,17695619,205R00627
205R00666,2013-05-09T07:00:00Z,0.72061513,948050176,205R00666
205R00686,2013-04-24T07:00:00Z,0.3672979,17692595,205R00686
205R00707,2013-06-05T07:00:00Z,0.7183279,17694105,205R00707
205R00714,2013-06-10T07:00:00Z,0.75401671,17694447,205R00714
205R00739,2013-06-11T07:00:00Z,0.26900392,17693219,205R00739
205R00771,2013-06-06T07:00:00Z,0.53825172,17694137,205R00771
205R00787,2013-06-12T07:00:00Z,1.27634723,17694083,205R00787
205R00851,2014-04-21T07:00:00Z,0.58068946,17694013,205R00851
205R00872,2013-05-27T07:00:00Z,0.71042373,17693215,205R00872
205R00878,2013-04-24T07:00:00Z,0.16478252,17691075,205R00878
205R00883,2014-05-13T07:00:00Z,0.76612081,17693253,205R00883
205R00915,2014-04-24T07:00:00Z,0.45297649,17694161,205R00915
205R00938,2014-04-22T07:00:00Z,0.78670662,17695693,205R00938
205R00979,2014-04-24T07:00:00Z,0.49956179,17694129,205R00979
205R00984,2013-05-27T07:00:00Z,0.92307283,17693213,205R00984
205R01027,2014-05-05T07:00:00Z,0.56967067,17694137,205R01027
205R01091,2014-05-05T07:00:00Z,0.32928708,948050173,205R01091
205R01098,2014-04-30T07:00:00Z,0.9026782,17694545,205R01098
205R01134,2013-05-20T07:00:00Z,0.56918994999999994,17691111,205R01134
205R01187,2014-05-14T07:00:00Z,0.44869974,17693255,205R01187
205R01192,2014-05-13T07:00:00Z,0.59973887,17693241,205R01192
205R01226,2014-05-20T07:00:00Z,0.57963985,17695691,205R01226
205R01299,2014-05-15T07:00:00Z,0.97779758,17695621,205R01299
205R01306,2014-04-23T07:00:00Z,0.42445215,17695689,205R01306
205R01434,2014-05-21T07:00:00Z,0.79999942,17694527,205R01434
205R01443,2014-05-14T07:00:00Z,0.717735,17693255,205R01443
205R01454,2014-04-17T07:00:00Z,0.2405397,17692585,205R01454
205R01539,2014-05-20T07:00:00Z,0.60250432,17694149,205R01539
205R01578,2014-04-22T07:00:00Z,0.56953319,17693099,205R01578
205SAR057,2009-05-13T07:00:00Z,0.67825031,17693061,205SAR057
205SAR057,2008-05-21T07:00:00Z,0.64954453,17693061,205SAR057
205SAR060,2004-04-08T07:00:00Z,1.07773202,17693061,205SAR060
205SAR060,2005-04-14T07:00:00Z,0.99104812,17693061,205SAR060
205SAR060,2009-05-13T07:00:00Z,0.84078822,17693061,205SAR060
205SAR060,2008-05-21T07:00:00Z,0.84807923,17693061,205SAR060
205SAR070,2004-04-08T07:00:00Z,1.22615037,17693061,205SAR070
205SAR070,2005-04-21T07:00:00Z,0.99829481,17693061,205SAR070
205SAR070,2009-05-14T07:00:00Z,0.73689323,17693061,205SAR070
205SAR070,2008-05-21T07:00:00Z,0.76974078,17693061,205SAR070
205SAR080,2004-04-09T07:00:00Z,1.13810499,17693069,205SAR080
205SAR080,2005-04-22T07:00:00Z,1.02480729,17693069,205SAR080
205SAR080,2009-05-14T07:00:00Z,1.12210489,17693069,205SAR080
205SAR080,2008-05-21T07:00:00Z,0.96880447,17693069,205SAR080
205SFC880,2012-06-19T07:00:00Z,0.95153158,17694151,205SFC880
205STE020,2002-04-08T07:00:00Z,0.40971575,17693251,205STE020
205STE020,2007-04-16T07:00:00Z,0.45888638,17693251,205STE020
205STE020,2006-05-12T07:00:00Z,0.36434852,17693251,205STE020
205STE030,2002-04-08T07:00:00Z,0.37489815,17693251,205STE030
205STE040,2002-04-08T07:00:00Z,0.37532296,17693251,205STE040
205STE040,2007-04-26T07:00:00Z,0.65930754,17693251,205STE040
205STE040,2006-05-15T07:00:00Z,0.61519818,17693251,205STE040
205STE060,2002-04-08T07:00:00Z,0.52053663,17693255,205STE060
205STE060,2007-04-26T07:00:00Z,0.63966286000000006,17693255,205STE060
205STE060,2006-05-15T07:00:00Z,0.6129135,17693255,205STE060
205STE070,2002-04-08T07:00:00Z,0.45427144,17693255,205STE070
205STE070,2007-04-27T07:00:00Z,0.59815327,17693255,205STE070
205STE070,2006-05-16T07:00:00Z,0.37345999,17693255,205STE070
205STE070,2019-06-05T07:00:00Z,0.44330933,17693255,205STE070
205STE100,2002-04-08T07:00:00Z,1.11534176,17693261,205STE100
205STE100,2007-04-27T07:00:00Z,1.09420291,17693261,205STE100
205STE100,2006-05-16T07:00:00Z,1.08743929,17693261,205STE100
205STE110,2002-04-12T07:00:00Z,1.26497741,17693047,205STE110
205STE110,2007-04-27T07:00:00Z,1.22606006,17693047,205STE110
205STE110,2006-05-16T07:00:00Z,1.05160962,17693047,205STE110
205STE110,2009-07-13T07:00:00Z,1.12025841,17693047,205STE110
