stationcode,sampledate,csci,comid,masterid
408CAL013,2001-10-30T08:00:00Z,0.53602139,17563950,408CAL013
408CALBWC,2001-11-01T08:00:00Z,0.49065818,948070326,408CALBWC
408CGCS12,1998-11-05T08:00:00Z,0.53837094,17562598,408CGCS12
408M03005,2015-06-15T07:00:00Z,0.69394777,17563950,408M03005
408M03015,2015-06-15T07:00:00Z,0.65713445,17564096,408M03015
408M03019,2015-07-14T07:00:00Z,0.70430252,17563970,408M03019
408M03027,2016-06-29T07:00:00Z,0.76969452,948070330,408M03027
408M03036,2016-06-20T07:00:00Z,0.24766058,17562610,408M03036
408M03038,2017-04-27T07:00:00Z,0.63562256,17563908,408M03038
408M03047,2017-05-30T07:00:00Z,0.64604322,17562626,408M03047
408M03051,2019-06-17T07:00:00Z,0.61032721,17563970,408M03051
408M03100,2019-05-09T07:00:00Z,0.44616083,17562608,408M03100
408M03111,2019-07-25T07:00:00Z,0.8310163,17562626,408M03111
408M03115,2018-06-19T07:00:00Z,0.67735074,17563970,408M03115
408M03116,2018-08-21T07:00:00Z,0.47533384,17562630,408M03116
408M03119,2018-06-28T07:00:00Z,0.37067406,17564046,408M03119
408PS0032,2008-05-21T07:00:00Z,0.6273615,17562626,408M03020
408WE0547,2000-07-12T07:00:00Z,0.54837216,0,408WE0547
408WE0547,2000-07-12T07:00:00Z,0.42310053,0,408WE0547
408WE0547,2000-07-12T07:00:00Z,0.55857625,0,408WE0547
408WE0654,2001-06-13T07:00:00Z,0.5444724,17562630,408CGCS13
408WE0654,2001-06-13T07:00:00Z,0.39668522,17562630,408CGCS13
408WE0654,2001-06-13T07:00:00Z,0.53112389,17562630,408CGCS13
408WE1039,2002-05-07T07:00:00Z,0.25363094,17562648,408WE1039
410CE0284,2006-05-04T07:00:00Z,0.43871506,17562666,410CE0284
410CE0284,2006-05-04T07:00:00Z,0.53986429,17562666,410CE0284
410M01628,2018-06-28T07:00:00Z,0.30845363,17562642,410M01628
412ARSNPD,2014-04-20T07:00:00Z,0.96566307,22514774,412ARSNPD
412BH1Axx,2010-06-15T07:00:00Z,0.54989546,22514628,412BH1Axx
412BH1Bxx,2010-06-15T07:00:00Z,0.63458785,22514632,412BH1Bxx
412BH1Cxx,2010-06-15T07:00:00Z,0.59343587,22514632,412BH1Cxx
412BH4Axx,2010-06-18T07:00:00Z,0.61670395,948070460,412BH4Axx
412BH4Bxx,2010-06-18T07:00:00Z,0.61490427,948070460,412BH4Bxx
412CE0104,2005-07-19T07:00:00Z,0.60665192,22515036,412CE0104
412CE0104,2005-07-19T07:00:00Z,0.64509511,22515036,412CE0104
412CE0232,2018-05-30T07:00:00Z,0.6600426,22515812,412CE0232
412CE0232,2017-05-31T07:00:00Z,0.68795045,22515812,412CE0232
412CE0232,2006-06-01T07:00:00Z,0.69943973,22515812,412CE0232
412CE0232,2006-06-01T07:00:00Z,0.57507502,22515812,412CE0232
412CE0232,2016-06-21T07:00:00Z,0.64625030000000006,22515812,412CE0232
412CE0232,2019-07-15T07:00:00Z,0.71065238,22515812,412CE0232
412CE0232,2015-07-16T07:00:00Z,0.65721064,22515812,412CE0232
412CE0616,2015-07-16T07:00:00Z,0.65810396,22515812,412CE0616
412CE0616,2007-07-24T07:00:00Z,0.31285616,22515812,412CE0616
412CE0616,2007-07-24T07:00:00Z,0.25735976,22515812,412CE0616
412CE0732,2007-07-25T07:00:00Z,0.32445912,22514954,412CE0732
412CE0732,2015-09-02T07:00:00Z,0.58686676,22514954,412CE0732
412LAR003,2005-04-27T07:00:00Z,0.63679497,22514840,412LAR003
412LAR004,2005-04-25T07:00:00Z,0.34315656,22515754,412LAR004
412LAR007,2005-06-29T07:00:00Z,0.19539358,22518268,412LAR007
412LAR008,2005-04-26T07:00:00Z,0.43839947,22515790,412LAR008
412LAR009,2005-05-16T07:00:00Z,0.64497012,22514742,412LAR009
412LAR013,2005-06-21T07:00:00Z,0.6376696,22515726,412LAR013
412LAR016,2005-06-20T07:00:00Z,0.4993388,22514980,412LAR016
412LAR018,2005-05-23T07:00:00Z,0.96845537,22514810,412LAR018
412LAR019,2005-04-27T07:00:00Z,0.2662997,22514954,412LAR019
412LAR020,2005-04-26T07:00:00Z,0.25634469,22515794,412LAR020
412LAR025,2005-04-27T07:00:00Z,0.32383356,22515766,412LAR025
412LAR031,2005-06-28T07:00:00Z,0.18865858,22519448,412LAR031
412LARSCO,2005-06-28T07:00:00Z,0.51541286,22515822,412LARSCO
412M08597,2015-07-16T07:00:00Z,0.68449102,22515812,412M08597
412M08599,2018-06-20T07:00:00Z,0.58524644,22515824,412M08599
412M08599,2019-07-11T07:00:00Z,0.69628432,22515824,412M08599
412M08599,2015-09-30T07:00:00Z,0.71983749,22515824,412M08599
412M08602,2015-09-30T07:00:00Z,0.392952,22518268,412M08602
412M08608,2016-06-02T07:00:00Z,0.48565805,22515806,412M08608
412M08610,2016-07-14T07:00:00Z,0.9712706,22514864,412M08610
412M08615,2016-07-07T07:00:00Z,0.6546155,22514972,412M08615
412M08616,2016-06-02T07:00:00Z,0.49051048,22514934,412M08616
412M08622,2016-06-21T07:00:00Z,0.90626517,22514928,412M08622
412M08627,2017-05-17T07:00:00Z,0.3877289,22518110,412M08627
412M08630,2017-05-17T07:00:00Z,0.31717987,22515828,412M08630
412M08632,2017-05-17T07:00:00Z,0.36662216,22515754,412M08632
412M08638,2017-06-06T07:00:00Z,0.99367663,22514804,412M08638
412M08640,2018-05-30T07:00:00Z,0.35212493,22514878,412M08640
412M08641,2019-07-08T07:00:00Z,0.85571447,22514496,412M08641
412M08642,2018-06-20T07:00:00Z,0.67641607,22515036,412M08642
412M08643,2018-05-23T07:00:00Z,0.34593202,22518274,412M08643
412M08645,2019-07-15T07:00:00Z,0.68225413,22515734,412M08645
412M08646,2019-07-16T07:00:00Z,0.6284591,22515818,412M08646
412M08647,2019-07-16T07:00:00Z,0.88337378,22514600,412M08647
412PS0020,2008-05-14T07:00:00Z,0.33321072,22515828,412PS0020
412PS0020,2008-05-22T07:00:00Z,0.42530651,22515828,412PS0020
412PS0020,2016-06-02T07:00:00Z,0.31602819,22515828,412PS0020
412PS0040,2008-05-20T07:00:00Z,0.60759146,22515806,412PS0040
412PS0040,2016-07-14T07:00:00Z,0.5598406,22515806,412PS0040
412S04204,2016-05-11T07:00:00Z,1.02096905,22514858,412S04204
412WE0552,2017-05-24T07:00:00Z,0.91691802,22514712,412WE0552
412WE0552,2016-06-08T07:00:00Z,0.87987485,22514712,412WE0552
412WE0552,2019-07-23T07:00:00Z,0.98967407,22514712,412WE0552
412WE0552,2000-07-25T07:00:00Z,1.27640856,22514712,412WE0552
412WE0552,2000-07-25T07:00:00Z,1.17081227,22514712,412WE0552
412WE0552,2000-07-25T07:00:00Z,1.22284027,22514712,412WE0552
412WE0552,2018-08-02T07:00:00Z,0.75573503,22514712,412WE0552
412WE0552,2015-08-26T07:00:00Z,0.97827804,22514712,412WE0552
412WE0563,2001-06-21T07:00:00Z,1.13733248,22514198,412WE0563
412WE0563,2001-06-21T07:00:00Z,1.14781478,22514198,412WE0563
412WE0563,2001-06-21T07:00:00Z,0.91869161,22514198,412WE0563
412WE0896,2001-06-19T07:00:00Z,1.08649546,22514528,412WE0896
412WE0896,2001-06-19T07:00:00Z,1.04382678,22514528,412WE0896
412WE0896,2001-06-19T07:00:00Z,1.09284093,22514528,412WE0896
412WE0896,2015-09-02T07:00:00Z,0.88518212,22514528,412WE0896
481M15356,2015-06-24T07:00:00Z,1.01564863,22554738,481M15356
504CBBLBW,2004-10-12T07:00:00Z,0.83801039,12076108,504CBBLBW
504CE0210,2006-07-18T07:00:00Z,1.10187241,12075724,504CE0210
504CE0210,2006-07-18T07:00:00Z,0.95631869,12075724,504CE0210
504CE0514,2005-07-28T07:00:00Z,0.86636179,12075398,504CE0514
504CE0514,2005-07-28T07:00:00Z,0.82500959,12075398,504CE0514
504CE0657,2005-09-28T07:00:00Z,0.70865367,12068124,504CE0657
504CE0657,2005-09-28T07:00:00Z,0.75394451,12068124,504CE0657
504DCFRxx,2010-07-27T07:00:00Z,0.99921447,12068226,504DCFRxx
504DCFRxx,2002-10-16T07:00:00Z,0.97883475,12068226,504DCFRxx
504DRCH99,2004-09-22T07:00:00Z,0.59021408,12071286,504DRCH99
504DYCBSB,2004-09-22T07:00:00Z,0.34446681,12068274,504DYCBSB
504FC1115,2014-06-19T07:00:00Z,0.91623251000000006,12075424,504FC1115
504LCCSRx,2002-10-09T07:00:00Z,1.19654897,2770138,504LCCSRx
504MLCH99,2004-09-22T07:00:00Z,0.70919457,12068342,504MLCH99
504PS0019,2008-06-30T07:00:00Z,0.62592973,12076108,504PS0019
504PS0051,2008-07-01T07:00:00Z,0.69199333,12068246,504PS0051
504PS0083,2009-06-17T07:00:00Z,0.70919562,12068806,504PS0083
504PS0147,2008-06-23T07:00:00Z,0.59514408,12072870,504PS0147
504PS0227,2009-08-12T07:00:00Z,0.96051966,12075398,504PS0227
504PS0238,2009-07-29T07:00:00Z,0.7214543,12071480,504PS0238
504PS0243,2009-06-09T07:00:00Z,0.52658185,12068180,504PS0243
504PS0295,2011-07-05T07:00:00Z,0.89840157,12076108,504PS0295
504PS0371,2010-07-07T07:00:00Z,0.60255808,12070994,504PS0371
504PS0574,2013-06-06T07:00:00Z,0.83243668,12075510,504PS0574
504PS0595,2013-06-04T07:00:00Z,0.65090541,12073104,504PS0595
504TMCTVR,2004-10-22T07:00:00Z,0.68265466,12070994,504TMCTVR
504WE0527,2013-07-02T07:00:00Z,0.9448407,12068226,504WE0527
504WE0527,2001-08-20T07:00:00Z,1.04428287,12068226,504WE0527
504WE0527,2001-08-20T07:00:00Z,1.01965224,12068226,504WE0527
504WE0527,2001-08-20T07:00:00Z,1.03961968,12068226,504WE0527
505CE0137,2005-07-11T07:00:00Z,0.5056529,7961229,505CE0137
505CE0137,2005-07-11T07:00:00Z,0.68650076,7961229,505CE0137
505FC1275,2014-07-31T07:00:00Z,0.65180113,7961193,505FC1275
505PS0110,2010-08-03T07:00:00Z,0.96011146,7960911,505PS0110
505PS0110,2010-09-16T07:00:00Z,1.03000576,7960911,505PS0110
505PS0156,2008-08-13T07:00:00Z,1.08873276,7962113,505PS0156
505PS0174,2011-09-27T07:00:00Z,1.11467835,7950742,505PS0174
505PS0940,2011-09-26T07:00:00Z,0.98605528,7960739,505PS0940
505PS1180,2013-08-07T07:00:00Z,0.90499887,7961581,505PS1180
505PS1180,2013-08-21T07:00:00Z,0.99664877,7961581,505PS1180
505WE1100,2002-07-30T07:00:00Z,1.03827172,7960933,505WE1100
505WE1100,2002-07-30T07:00:00Z,0.87655927,7960933,505WE1100
506PS0003,2008-07-02T07:00:00Z,0.92687304,7965555,506PS0003
506PS0003,2009-07-28T07:00:00Z,1.04026191,7965555,506PS0003
506PS0003,2008-07-29T07:00:00Z,0.99846957,7965555,506PS0003
506PS0003,2010-09-14T07:00:00Z,0.90449426,7965555,506PS0003
506PS0062,2008-09-15T07:00:00Z,0.9759923,7965681,506PS0062
506WE0625,2001-09-11T07:00:00Z,1.08487701,7965705,506WE0625
506WE0625,2001-09-11T07:00:00Z,1.11524498,7965705,506WE0625
506WE0625,2001-09-11T07:00:00Z,1.19145937,7965705,506WE0625
507BCSFBM,2008-08-05T07:00:00Z,0.87049561,2765948,507BCSFBM
507BTC269,2017-09-05T07:00:00Z,1.06348158,2766252,507BTC269
507BTC269,2013-10-25T07:00:00Z,1.18485427,2766252,507BTC269
507BTC269,2014-10-31T07:00:00Z,1.0915768,2766252,507BTC269
507BTC269,2012-11-09T08:00:00Z,1.19306383,2766252,507BTC269
507CCPWxx,2002-10-02T07:00:00Z,1.1509629,2764276,507CCPWxx
507CE0181,2005-09-01T07:00:00Z,0.96274139,2763434,507CE0181
507CE0181,2005-09-01T07:00:00Z,1.11199531,2763434,507CE0181
603CON001,2006-09-06T07:00:00Z,0.98813465,20274121,603CON001
603CON001,2004-09-21T07:00:00Z,1.04387237,20274121,603CON001
603CON001,2004-09-21T07:00:00Z,0.9851599,20274121,603CON001
603CON001,2008-09-30T07:00:00Z,1.04342482,20274121,603CON001
603CON001,2008-09-30T07:00:00Z,0.97788591,20274121,603CON001
603DDM001,1999-07-06T07:00:00Z,1.10016015,20274997,603DDM001
603DDM001,2000-09-14T07:00:00Z,1.04736165,20274997,603DDM001
603DDM002,1999-06-23T07:00:00Z,1.13594924,20274997,603DDM002
603DDM002,2005-08-25T07:00:00Z,1.18882397,20274997,603DDM002
507CE0581,2006-06-20T07:00:00Z,1.19964689,2765984,507CE0581
507CE0581,2006-06-20T07:00:00Z,1.0492998,2765984,507CE0581
507DCABSF,2015-08-31T07:00:00Z,0.98550038,2766674,507DCABSF
507DCABSF,2016-10-04T07:00:00Z,1.01458806,2766674,507DCABSF
507DCABSF,2014-10-22T07:00:00Z,1.04897597,2766674,507DCABSF
507DCBLLB,2015-08-31T07:00:00Z,0.95853034,2766676,507DCBLLB
507DCBLLB,2016-10-03T07:00:00Z,0.92993173,2766676,507DCBLLB
507DCBLLB,2014-10-22T07:00:00Z,1.16240318,2766676,507DCBLLB
507OCCFRx,2002-10-02T07:00:00Z,1.03014253,2764352,507OCCFRx
507PS0122,2009-06-29T07:00:00Z,0.99536301,948020790,507PS0122
507PS0142,2010-08-04T07:00:00Z,0.56249313,2763444,507PS0142
507PS0181,2017-06-13T07:00:00Z,0.88153237,2764276,507PS0181
507PS0286,2011-07-13T07:00:00Z,0.99586703,2764564,507PS0286
507PS0314,2011-09-08T07:00:00Z,1.07601809,948020788,507PS0314
507RCABRS,2015-09-01T07:00:00Z,0.84386757,2766672,507RCABRS
507RCABRS,2019-09-23T07:00:00Z,0.71171748,2766672,507RCABRS
507RCABRS,2016-10-03T07:00:00Z,0.88952705,2766672,507RCABRS
507RCABRS,2014-10-21T07:00:00Z,0.95628273,2766672,507RCABRS
507RCBLPF,2015-09-01T07:00:00Z,1.00431576,2765992,507RCBLPF
507RCBLPF,2019-09-25T07:00:00Z,1.02150142,2765992,507RCBLPF
507RCBLPF,2016-10-03T07:00:00Z,1.11424246,2765992,507RCBLPF
507RCBLPF,2014-10-21T07:00:00Z,1.0741294,2765992,507RCBLPF
507SCCPWx,2003-06-12T07:00:00Z,1.07051277,2764406,507SCCPWx
507SCCPWx,2002-10-02T07:00:00Z,1.20234948,2764406,507SCCPWx
507SCCPWx,2000-10-26T07:00:00Z,1.14010228,2764406,507SCCPWx
507SPIMBL,2015-09-01T07:00:00Z,0.99322095,2765910,507SPIMBL
507SPISFD,2015-09-03T07:00:00Z,0.89149301,2766022,507SPISFD
507SPIUBL,2015-09-01T07:00:00Z,1.16872227,2765910,507SPIUBL
507WE0988,2002-08-28T07:00:00Z,0.82597478,2764306,507WE0988
507WE0988,2002-08-28T07:00:00Z,0.89498859,2764306,507WE0988
508ACNFPW,2017-08-30T07:00:00Z,0.96090469,8020370,508ACNFPW
508ACNFPW,2002-10-09T07:00:00Z,1.00105256,8020370,508ACNFPW
508ACSFSA,2002-10-09T07:00:00Z,1.06692688,8021372,508ACSFSA
508CR1011,2013-07-16T07:00:00Z,0.49323459,2496070,508CR1011
508PS0298,2011-07-20T07:00:00Z,0.71609633,2494780,508PS0298
508PS0458,2013-07-01T07:00:00Z,1.06875282,2495606,508PS0458
508PS0618,2013-06-03T07:00:00Z,0.73865412,2495202,508PS0618
509ACNFPP,2015-07-27T07:00:00Z,0.99166503,8020454,509ACNFPP
509ACNFPP,2008-07-30T07:00:00Z,1.03201561,8020454,509ACNFPP
509ACNFPP,2016-09-14T07:00:00Z,1.06956831,8020454,509ACNFPP
509ACNFPP,2008-09-16T07:00:00Z,0.96596904,8020454,509ACNFPP
509ACNFPP,2014-09-25T07:00:00Z,1.00800746,8020454,509ACNFPP
509ACNFPP,2002-10-10T07:00:00Z,1.02553421,8020454,509ACNFPP
509ACSFPP,2008-07-16T07:00:00Z,0.99902435,8020454,509ACSFPP
509ACSFPP,2002-10-10T07:00:00Z,1.05063455,8020454,509ACSFPP
509ATCINC,2008-07-14T07:00:00Z,1.06763209,8020458,509ATCINC
509BCCBPW,2009-05-21T07:00:00Z,1.04639043,8022222,509BCCBPW
509BCCBPW,2009-06-10T07:00:00Z,1.06496634,8022222,509BCCBPW
509BCCBPW,2009-07-09T07:00:00Z,1.08474868,8022222,509BCCBPW
509BCCBPW,2009-08-10T07:00:00Z,1.04650956,8022222,509BCCBPW
509BCCBPW,2009-09-10T07:00:00Z,0.68581095,8022222,509BCCBPW
509BCCH32,2008-08-13T07:00:00Z,1.1218549,8020872,509BCCH32
509BCCH32,1998-10-02T07:00:00Z,0.98285296,8020872,509BCCH32
509BCCH32,1997-10-08T07:00:00Z,1.10850842,8020872,509BCCH32
509BCCH32,2002-10-09T07:00:00Z,1.16381087,8020872,509BCCH32
509BCCH32,2000-10-26T07:00:00Z,1.1111505,8020872,509BCCH32
509BCCH32,1999-10-28T07:00:00Z,1.05184353,8020872,509BCCH32
509BSCADC,2011-08-31T07:00:00Z,1.04948721,8020764,509BSCADC_bad
509CE0081,2004-06-02T07:00:00Z,1.07824248,8020502,509CE0081
509CE0081,2004-06-02T07:00:00Z,1.05012095,8020502,509CE0081
509CE0162,2005-09-06T07:00:00Z,0.84220958,8020890,509CE0162
509CE0162,2005-09-06T07:00:00Z,0.96312475,8020890,509CE0162
509CE0305,2007-07-31T07:00:00Z,0.94945869,8020456,509CE0305
509CE0305,2007-07-31T07:00:00Z,1.06587372,8020456,509CE0305
509CWCPLR,2008-07-07T07:00:00Z,0.88146441,8020502,509CWCPLR
509CWCPLR,2002-10-10T07:00:00Z,0.88907783,8020502,509CWCPLR
509DRCBPC,2011-08-29T07:00:00Z,1.12497364,8020610,509DRCBPC
509FCA054,2013-08-27T07:00:00Z,0.90355533,8020478,509FCA054
509FCA054,2019-09-10T07:00:00Z,1.09043461,8020478,509FCA054
509FCA054,2009-09-21T07:00:00Z,0.90414133,8020478,509FCA054
509ICPPCX,2008-07-30T07:00:00Z,0.99308192,8020488,509ICPPCX
509ICPPCX,2008-09-10T07:00:00Z,0.9770257,8020488,509ICPPCX
509ICPPCX,2002-10-10T07:00:00Z,0.96682927,8020488,509ICPPCX
509MLC145,2013-08-06T07:00:00Z,1.08132975,8020332,509MLC145
509PCDTWR,2008-07-15T07:00:00Z,1.0490829,8020290,509PCDTWR
509PCDTWR,2008-09-03T07:00:00Z,0.93768562,8020290,509PCDTWR
509PCDTWR,2002-10-09T07:00:00Z,0.98857876,8020290,509PCDTWR
509PS0049,2010-08-26T07:00:00Z,1.14173955,8020392,509PS0049
509PS0049,2010-09-13T07:00:00Z,1.05161231,8020392,509PS0049
509PS0085,2011-09-07T07:00:00Z,1.0398262,8020410,509PS0085
509PS0170,2010-07-26T07:00:00Z,1.04564054,8021340,509PS0170
509PS0234,2011-07-21T07:00:00Z,0.9027373,8020458,509PS0234
509PS0234,2011-08-15T07:00:00Z,1.10605166,8020458,509PS0234
509PS0334,2012-09-12T07:00:00Z,0.91307379,8020478,509PS0334
509SPIJD3,2015-09-02T07:00:00Z,1.10114426,8021334,509SPIJD3
509SPIJD4,2015-09-02T07:00:00Z,1.00221433,8021334,509SPIJD4
509SPIJD4,2016-10-04T07:00:00Z,0.9851222,8021334,509SPIJD4
510CR1007,2013-06-03T07:00:00Z,0.36613836,15048089,510CR1007
511CCC505,2008-06-25T07:00:00Z,0.58874231,15028041,511CCC505
511CE0663,2005-05-25T07:00:00Z,0.62130559,15042107,511CE0663
511CE0663,2005-05-25T07:00:00Z,0.54625621,15042107,511CE0663
511CHCPRS,2004-09-29T07:00:00Z,0.62691112,15028041,511CHCPRS
511FC1357,2014-07-28T07:00:00Z,0.25226006,15042369,511FC1357
511PS0081,2008-06-25T07:00:00Z,0.35676212,15035585,511PS0081
511PS0145,2008-06-24T07:00:00Z,0.22383936,15042589,511PS0145
511PS0209,2009-07-08T07:00:00Z,0.29379987,15047817,511PS0209
511PS0401,2010-09-23T07:00:00Z,0.51470549,15042589,511PS0401
511PS0657,2014-05-19T07:00:00Z,0.21234694,15039563,511PS0657
511PTCUCD,2004-10-18T07:00:00Z,0.69448496,15039031,511PTCUCD
511USSR88,2004-10-21T07:00:00Z,0.63075172,15038955,511USSR88
511UTCFVA,2004-09-27T07:00:00Z,0.25175831,15047813,511UTCFVA
511WLSR27,2004-10-21T07:00:00Z,0.49689737,15035613,511WLSR27
513BTCACC,2008-09-10T07:00:00Z,0.78840143,8005985,513BTCACC
513CE0251,2006-08-02T07:00:00Z,0.36185459,8009401,513CE0251
513CE0251,2006-08-02T07:00:00Z,0.47575506,8009401,513CE0251
513KSCAKV,2014-04-29T07:00:00Z,1.03902606,948020963,513KSCAKV
513PS0008,2009-06-11T07:00:00Z,0.785134,8009249,513PS0008
513PS0008,2008-06-25T07:00:00Z,0.94834152,8009249,513PS0008
513PS0008,2008-08-07T07:00:00Z,0.82248929,8009249,513PS0008
513PS0008,2010-09-01T07:00:00Z,0.80211895,8009249,513PS0008
513PS0024,2008-06-25T07:00:00Z,0.24492595,8007663,513PS0024
513PS0088,2009-08-17T07:00:00Z,0.78410903,8009071,513PS0088
513PS0200,2012-07-30T07:00:00Z,0.48909922,8005871,513PS0200
513PS0248,2011-07-27T07:00:00Z,1.04661682,8005717,513PS0248
513UNCAKC,2009-05-20T07:00:00Z,0.8259721,8005953,513UNCAKC
513UNCAKC,2009-06-04T07:00:00Z,0.94623894,8005953,513UNCAKC
513UNCAKC,2009-07-13T07:00:00Z,0.60816904,8005953,513UNCAKC
513UNCAKC,2009-08-13T07:00:00Z,0.57604959,8005953,513UNCAKC
513UNCAKC,2008-09-10T07:00:00Z,0.74103041,8005953,513UNCAKC
513UNCAKC,2009-09-23T07:00:00Z,0.52552258,8005953,513UNCAKC
513UNCAKC,2018-10-25T07:00:00Z,0.70286029,8005953,513UNCAKC
514ALCANC,2016-06-30T07:00:00Z,1.12032692,14982952,514ALCANC
514ALCANC,2017-09-05T07:00:00Z,0.71339184,14982952,514ALCANC
514BMCARC,2011-09-27T07:00:00Z,1.10648611,14981580,514BMCARC
514CE0139,2005-08-11T07:00:00Z,0.4302156,15007181,514CE0139
514CE0139,2005-08-11T07:00:00Z,0.49233565,15007181,514CE0139
514CE0171,2005-08-22T07:00:00Z,0.76259021,15007313,514CE0171
514CE0171,2005-08-22T07:00:00Z,0.77928141,15007313,514CE0171
514CE0523,2004-06-10T07:00:00Z,0.6625559,15022233,514CE0523
514CE0523,2004-06-10T07:00:00Z,0.559943,15022233,514CE0523
514CE0523,2004-06-16T07:00:00Z,0.70146532,15022233,514CE0523
514CE0523,2004-06-16T07:00:00Z,0.65076929,15022233,514CE0523
514CE0555,2005-08-03T07:00:00Z,0.90656689,14982796,514CE0555
514CE0555,2005-08-03T07:00:00Z,0.92797089,14982796,514CE0555
514FC1215,2014-05-27T07:00:00Z,0.85317461000000006,15033589,514FC1215
514FC1278,2014-05-28T07:00:00Z,1.1352459,14992289,514FC1278
514GWCH49,2002-10-02T07:00:00Z,0.97226165,14982016,514GWCH49
514ICEUPx,2014-08-13T07:00:00Z,0.96790135,14982034,514ICEUPx
514ICEUPx,2006-09-07T07:00:00Z,0.93102085,14982034,514ICEUPx
514ICEUPx,2005-09-08T07:00:00Z,1.03485496,14982034,514ICEUPx
514LNCASC,2011-08-18T07:00:00Z,1.04082799,14983378,514LNCASC
514LNCASC,2011-08-30T07:00:00Z,0.84373549,14983378,514LNCASC
514NYCSFR,2002-10-02T07:00:00Z,0.8343073,14978628,514NYCSFR
514PCAPC2,2015-09-03T07:00:00Z,1.1382032,14997893,514PCAPC2
514PCAPC2,2016-10-05T07:00:00Z,1.24277796,14997893,514PCAPC2
514PCAPC2,2019-10-08T07:00:00Z,1.14006311,14997893,514PCAPC2
514PCAPCR,2014-10-29T07:00:00Z,1.11148285,14997513,514PCAPCR
514PCASMR,2015-09-03T07:00:00Z,1.03583965,14997609,514PCASMR
514PCASMR,2017-09-19T07:00:00Z,1.0634117,14997609,514PCASMR
514PCASMR,2016-10-05T07:00:00Z,1.05024766,14997609,514PCASMR
514PCASMR,2019-10-08T07:00:00Z,0.98377242,14997609,514PCASMR
514PCASMR,2014-10-29T07:00:00Z,1.1961479800000001,14997609,514PCASMR
514PS0019,2008-08-13T07:00:00Z,0.67149425,14981682,514PS0019
514PS0084,2008-07-08T07:00:00Z,0.33370397,15022243,514PS0084
514PS0099,2012-07-18T07:00:00Z,1.13259731,14997245,514PS0099
514PS0131,2014-07-28T07:00:00Z,0.99687067,14982958,514PS0131
514PS0162,2016-08-04T07:00:00Z,1.14941202,14982062,514PS0162
514PS0351,2012-07-16T07:00:00Z,0.7027255,15007315,514PS0351
514PS0863,2017-06-06T07:00:00Z,0.4677961,15009435,514PS0863
514RCR001,2006-09-26T07:00:00Z,0.65253435,14992883,514RCR001
514RCRUPx,2006-09-16T07:00:00Z,1.07904906,14993595,514RCRUPx
514SBCAMR,2011-08-17T07:00:00Z,1.35093758,14982536,514SBCAMR
514SBCAMR,2018-08-20T07:00:00Z,1.10391189,14982536,514SBCAMR
514SBCAMR,2011-08-29T07:00:00Z,1.29703431,14982536,514SBCAMR
514SCCAAR,2008-07-24T07:00:00Z,1.23524631,14982306,514SCCAAR
514WSCSFR,2002-10-02T07:00:00Z,0.97720005,14980718,514WSCSFR
515BRRPTG,2004-10-08T07:00:00Z,0.76009146,15072912,515BRRPTG
515DCBAFB,2004-10-04T07:00:00Z,0.67511219,15069250,515DCBAFB
515HCSSHR,2004-09-30T07:00:00Z,0.39890243,7969893,515HCSSHR
515JCSLRR,1995-08-31T07:00:00Z,0.52694,7970311,515JCSLRR
515JCSLRR,1995-09-28T07:00:00Z,0.53459798,7970311,515JCSLRR
515JCSLRR,2004-10-23T07:00:00Z,0.5859145,7970311,515JCSLRR
515PS0106,2008-09-24T07:00:00Z,0.58991293,7970311,515PS0106
515PS0410,2011-09-07T07:00:00Z,0.64906118,15072912,515PS0410
515PS0430,2011-07-07T07:00:00Z,0.46094151,15069288,515PS0430
515PS0490,2012-06-14T07:00:00Z,0.26048222,7972061,515PS0490
515PS0622,2013-06-10T07:00:00Z,0.73418501,948020363,515PS0622
515RCOARx,2002-10-03T07:00:00Z,1.13190953,15012553,515RCOARx
515WCKRxx,2002-10-03T07:00:00Z,0.88017583,15012555,515WCKRxx
515YRMxxx,1997-10-03T07:00:00Z,0.67994678,7981844,515YRMxxx
515YRMxxx,1998-10-08T07:00:00Z,0.96785643,7981844,515YRMxxx
515YRMxxx,1999-10-13T07:00:00Z,0.86754168,7981844,515YRMxxx
515YRMxxx,2000-10-27T07:00:00Z,0.74931594,7981844,515YRMxxx
516CC0088,2006-07-26T07:00:00Z,0.56035098,14992273,516CC0088
516CC0088,2006-07-26T07:00:00Z,0.69570797,14992273,516CC0088
516PS0014,2008-08-11T07:00:00Z,0.65622097,15014513,516PS0014
516PS0287,2011-09-21T07:00:00Z,0.55537019,15012853,516PS0287
516PS0324,2012-06-28T07:00:00Z,1.04984914,15012649,516PS0324
516PS0324,2012-07-31T07:00:00Z,1.03671929,15012649,516PS0324
516PS0516,2013-08-06T07:00:00Z,0.8481939,15012905,516PS0516
516PS0543,2013-08-07T07:00:00Z,0.68979026,15012685,516PS0543
517CCPVDx,2002-10-15T07:00:00Z,1.08194075,8061295,517CCPVDx
517CE0287,2006-08-09T07:00:00Z,0.82109626,8060547,517CE0287
517CE0287,2006-08-09T07:00:00Z,0.8297067,8060547,517CE0287
517FC1248,2014-06-17T07:00:00Z,1.1339113,8058013,517FC1248
517FCA046,2013-07-11T07:00:00Z,0.88383258,8063401,517FCA046
517FCA046,2009-07-20T07:00:00Z,1.06264075,8063401,517FCA046
