stationcode,sampledate,asci,comid,masterid
509SPIJD4,2016-10-04T07:00:00Z,1.1646620375379055,8021334,509SPIJD4
514PCASMR,2016-10-05T07:00:00Z,0.9488890178895935,14997609,514PCASMR
514PCAPC2,2016-10-05T07:00:00Z,0.9213991748355711,14997893,514PCAPC2
507RCBLPF,2016-10-03T07:00:00Z,0.8932766785145339,2765992,507RCBLPF
507RCABRS,2016-10-03T07:00:00Z,0.8057415999919325,2766672,507RCABRS
507DCABSF,2017-10-04T07:00:00Z,0.949913786457653,2766674,507DCABSF
507DCBLLB,2017-10-03T07:00:00Z,0.783103141238291,2766676,507DCBLLB
507SPISFD,2017-10-04T07:00:00Z,0.9584252434155425,2766022,507SPISFD
536SPILJW,2017-10-09T07:00:00Z,0.9485774940416993,17081499,536SPILJW
536SPIUJW,2017-10-10T07:00:00Z,1.0326415435527418,17081327,536SPIUJW
514PCASMR,2017-10-11T07:00:00Z,1.0376552663526892,14997609,514PCASMR
904S02585,2010-05-19T07:00:00Z,0.7776902900358026,948070419,904CBSAM5
514PCAPC2,2017-10-11T07:00:00Z,0.9213991748355711,14997893,514PCAPC2
507RCBLPF,2017-10-02T07:00:00Z,0.8165028100470849,2765992,507RCBLPF
507RCABRS,2017-10-03T07:00:00Z,0.7807689887050503,2766672,507RCABRS
902S02293,2010-05-27T07:00:00Z,0.5546282155408496,22548449,902S02293
518KNCAWC,2011-08-15T07:00:00Z,0.965456521115267,2772588,518KNCAWC
901S04565,2011-05-26T07:00:00Z,0.9017534436911316,20348767,901S04565
905S02561,2011-05-25T07:00:00Z,0.855466517037245,20330870,905S02561
901S06969,2012-05-31T07:00:00Z,0.7484298735975612,20348657,901S06969
901S39498,2010-05-18T07:00:00Z,0.5166340139933217,948070434,901S39498
903S06113,2012-05-23T07:00:00Z,0.49535610638895533,20343321,903S06113
205R00291,2012-06-13T07:00:00Z,0.3991048883713302,948050175,205R00291
SMC06216,2014-06-03T07:00:00Z,0.7324964153291087,22514628,SMC06216
511PS0145,2008-06-24T07:00:00Z,0.523900466253257,15042589,511PS0145
412PS0020,2008-05-14T07:00:00Z,0.681707269724151,22515828,412PS0020
412PS0020,2008-05-22T07:00:00Z,0.5047151153557767,22515828,412PS0020
609PS0053,2008-05-14T07:00:00Z,0.7430179701516331,948090648,609PS0053
526PS0072,2008-08-27T07:00:00Z,0.8402451995284229,7930381,526PS0072
105PS0092,2008-08-11T07:00:00Z,0.9445247540784732,8265412,105PS0092
901PS0057,2008-05-14T07:00:00Z,0.8117794616291432,20350529,901PS0057
204IND200,2015-06-15T07:00:00Z,1.0810198119362147,2808579,204IND200
526PS0356,2009-08-11T07:00:00Z,0.6624518815316157,7925595,526PS0356
526PS0072,2008-09-23T07:00:00Z,1.0862933400131833,7930381,526PS0072
555PS0064,2008-06-17T07:00:00Z,0.7309599350872872,14930319,555PS0064
504PS0019,2008-06-30T07:00:00Z,0.7870357162053139,12076108,504PS0019
540PS0008,2008-08-06T07:00:00Z,0.626965512157432,17116199,540PS0008
412PS0040,2008-05-20T07:00:00Z,0.3407212352901941,22515806,412PS0040
205R00099,2012-05-17T07:00:00Z,0.5662864377710148,17693029,205R00099
526PS0220,2008-08-25T07:00:00Z,0.8677409473816307,7948472,526PS0220
520PS0007,2008-06-26T07:00:00Z,0.9158538256859254,1678799,520PS0007
408PS0032,2008-05-21T07:00:00Z,0.38063639217493794,17562626,408M03020
520PS0007,2008-07-08T07:00:00Z,1.0301800062906383,1678799,520PS0007
105PS0028,2008-08-12T07:00:00Z,0.6589474676407263,948010238,105PS0028
105PS0028,2008-08-26T07:00:00Z,0.9214587750003613,948010238,105PS0028
307PS0028,2008-06-03T07:00:00Z,0.7398319863441082,17600701,307PS0028
520PS0071,2008-07-31T07:00:00Z,0.986412827040718,1678539,520PS0071
504PS0051,2008-07-01T07:00:00Z,0.9509136834892256,12068246,504PS0051
201MRS020,2016-06-07T07:00:00Z,0.602094301459467,5330517,201MRS020
526PS0228,2008-08-28T07:00:00Z,0.7325734037923398,7925595,526PS0228
519PS0134,2008-07-07T07:00:00Z,0.8894849708477551,15040375,519PS0134
204R00340,2012-06-11T07:00:00Z,0.7828198298796184,2806301,204R00340
904PS0034,2008-05-13T07:00:00Z,0.6032592209216856,20341975,904PS0034
105PS0188,2008-08-26T07:00:00Z,0.8496320994607225,3917226,105PS0188
518PS0001,2008-07-28T07:00:00Z,0.8082344753021894,2775964,518PS0001
518PS0001,2008-08-19T07:00:00Z,1.014486370351828,2775964,518PS0001
845PS0011,2008-05-14T07:00:00Z,0.6582582805472967,22525749,845PS0011
845PS0011,2008-05-29T07:00:00Z,0.5167569286681226,22525749,845PS0011
516PS0014,2008-08-11T07:00:00Z,0.9943376944592983,15014513,516PS0014
105PS0043,2008-09-17T07:00:00Z,0.8285144757756395,360453,105PS0043
513PS0008,2008-06-25T07:00:00Z,0.8560278335040327,8009249,513PS0008
513PS0008,2008-08-07T07:00:00Z,0.8839340757948295,8009249,513PS0008
636PS0006,2008-07-21T07:00:00Z,0.7048266276523084,8933174,636PS0006
603PS0008,2008-07-30T07:00:00Z,1.0662381374732213,20276155,603PS0008
515PS0106,2008-09-24T07:00:00Z,0.9296713310346206,7970311,515PS0106
111PS0013,2008-08-19T07:00:00Z,0.936557425150676,2705873,111PS0013
514PS0019,2008-08-13T07:00:00Z,0.9395415051943045,14981682,514PS0019
554PS0160,2008-08-05T07:00:00Z,0.9735688386150608,14964081,554PS0160
520PS0054,2008-06-30T07:00:00Z,0.7744899378329931,1679607,520PS0054
801PS0019,2008-05-20T07:00:00Z,0.9381769126649552,22557852,801PS0019
107PS0021,2008-09-03T07:00:00Z,0.740531371229425,8315591,107PS0021
626PS0171,2008-05-15T07:00:00Z,0.962376397685077,22681948,626PS0171
304PS0018,2008-06-04T07:00:00Z,1.114030657516203,17682662,304PS0018
603PS0109,2008-07-29T07:00:00Z,0.9960615384794498,20266773,603PS0109
412PS0052,2008-05-20T07:00:00Z,0.5909373651885658,22514854,412PS0052
504PS0083,2009-06-17T07:00:00Z,0.9979934304814224,12068806,504PS0083
541PS0055,2008-06-18T07:00:00Z,0.35008883840318517,19771435,541PS0055
541PS0055,2008-07-10T07:00:00Z,0.40793348025197684,19771435,541PS0055
519PS0002,2008-06-26T07:00:00Z,0.9673991326316667,15022587,519PS0002
519PS0002,2008-07-17T07:00:00Z,1.185823292473833,15022587,519PS0002
402PS0048,2008-05-21T07:00:00Z,0.8505687165620432,17585696,402PS0048
505PS0156,2008-08-13T07:00:00Z,0.6037550935195717,7962113,505PS0156
636PS0010,2009-07-21T07:00:00Z,0.9742438369797325,8933312,636PS0010
506PS0003,2008-07-02T07:00:00Z,0.8593934006618246,7965555,506PS0003
506PS0003,2008-07-29T07:00:00Z,0.9165857560426144,7965555,506PS0003
554PS0224,2008-06-17T07:00:00Z,0.8317324562678968,14940906,554PS0224
526PS0076,2008-08-26T07:00:00Z,0.859745587892664,7929215,526PS0076
552PS0028,2008-06-18T07:00:00Z,0.7972375023568715,22050603,552PS0028
106PS0022,2008-09-30T07:00:00Z,0.6151550123097658,8232312,106PS0022
111PS0060,2008-10-07T07:00:00Z,0.9587800549019833,8292809,111PS0060
111PS0008,2008-09-09T07:00:00Z,0.7003553620183705,8303686,111PS0008
111PS0008,2008-09-29T07:00:00Z,0.6563917037679073,8303686,111PS0008
519PS0002,2009-07-22T07:00:00Z,0.8920092662793182,15022587,519PS0002
305PS0034,2008-06-17T07:00:00Z,0.570224114679059,17665507,305PS0034
111PS0057,2008-08-18T07:00:00Z,0.45971565244409823,2705647,111PS0057
309PS0040,2008-06-03T07:00:00Z,0.8958860418342,948060378,309PS0040
204PS0038,2008-06-19T07:00:00Z,0.739896195368176,2804921,204PS0038
405PS0030,2008-05-21T07:00:00Z,0.9016888430499322,22522855,405PS0030
905PS0026,2008-05-13T07:00:00Z,0.5258432368209733,20330878,905PS0026
632PS0007,2008-07-23T07:00:00Z,0.9238188435341667,8923241,632PS0007
518PS0017,2008-08-19T07:00:00Z,0.9190698880641034,8037191,518PS0017
113PS0012,2008-09-09T07:00:00Z,0.7352433418477619,2664261,113PS0012
504PS0147,2008-06-23T07:00:00Z,0.8729681595851496,12072870,504PS0147
506PS0062,2008-09-15T07:00:00Z,1.0257444426261795,7965681,506PS0062
513PS0024,2008-06-25T07:00:00Z,0.7427917552566262,8007663,513PS0024
514PS0084,2008-07-08T07:00:00Z,0.8509470601052314,15022243,514PS0084
106PS0051,2008-09-16T07:00:00Z,0.7575867351173274,8242694,106PS0051
304PS0006,2008-06-04T07:00:00Z,0.9581230280741531,17684370,304PS0006
304PS0006,2008-06-17T07:00:00Z,0.8584792457542036,17684370,304PS0006
630PS0005,2008-07-31T07:00:00Z,0.9150189051200597,8915563,630PS0005
526PS0072,2009-09-21T07:00:00Z,1.0872255895742973,7930381,526PS0072
405PS0036,2008-05-28T07:00:00Z,0.622120734197972,22522825,405PS0036
633PS0003,2008-07-22T07:00:00Z,0.9608038499796347,8922399,633PS0003
204R00647,2012-06-18T07:00:00Z,0.9627818128815592,2804235,204R00647
637PS0018,2008-08-04T07:00:00Z,0.9278921124948185,20295839,637PS0018
511PS0081,2008-06-25T07:00:00Z,0.3713805226626034,15035585,511PS0081
519PS0253,2009-07-23T07:00:00Z,0.8587143794361708,15022491,519PS0253
114PS0088,2009-08-19T07:00:00Z,0.8560254482128594,8270989,114PS0088
507PS0122,2009-06-29T07:00:00Z,0.7762404082563861,948020790,507PS0122
526PS0440,2009-09-02T07:00:00Z,0.7476476266907899,7929585,526PS0440
113PS0100,2009-08-25T07:00:00Z,0.6627011842284904,2664095,113PS0100
531PS0169,2009-06-11T07:00:00Z,0.5418664726864036,2975408,531PS0169
531PS0169,2009-07-06T07:00:00Z,0.4034018673921526,2975408,531PS0169
307PS0044,2009-06-08T07:00:00Z,0.6760039011161895,17599355,307PS0044
518PS0045,2009-07-21T07:00:00Z,0.785840147629396,8027402,518PS0045
105PS0083,2009-09-08T07:00:00Z,0.9895310115801745,8257681,105PS0083
520PS0135,2009-07-29T07:00:00Z,0.9163128461874351,1678663,520PS0135
722PS0535,2009-05-26T07:00:00Z,0.6653111917904186,22595319,722PS0535
504PS0243,2009-06-09T07:00:00Z,0.597847912948022,12068180,504PS0243
105PS0067,2009-08-24T07:00:00Z,0.7735824383241756,8258279,105PS0067
205R00042,2012-05-21T07:00:00Z,0.8172334122618993,17695833,205R00042
105PS0067,2009-09-15T07:00:00Z,0.6330356751822779,8258279,105PS0067
628PS0527,2009-06-03T07:00:00Z,1.0125027964629212,22660107,628PS0527
535PS0221,2009-07-15T07:00:00Z,0.7705236881427324,2823920,535PS0221
504PS0238,2009-07-29T07:00:00Z,1.0840559398509027,12071480,504PS0238
504PS0227,2009-08-12T07:00:00Z,0.8286062500281203,12075398,504PS0227
631PS0023,2009-08-04T07:00:00Z,0.7224257935598745,10744302,631PS0023
519PS0194,2009-09-10T07:00:00Z,0.7972921883628007,15022523,519PS0194
517PS0132,2009-07-01T07:00:00Z,0.932641341763031,8060985,517PS0132
526PS0504,2009-09-02T07:00:00Z,0.9846798864881385,7930047,526PS0504
105PS0097,2009-09-08T07:00:00Z,0.9906300771309825,4439186,105PS0097
526PS0396,2009-09-01T07:00:00Z,1.1348442051466998,7928593,526PS0396
634PS0019,2009-08-05T07:00:00Z,0.816915374720779,8944555,634PS0019
105PS0107,2009-09-14T07:00:00Z,0.9938580837076169,3798105,105PS0107
106PS0078,2009-08-26T07:00:00Z,1.0848323425345996,8232714,106PS0078
513PS0008,2009-06-11T07:00:00Z,1.0826413185765653,8009249,513PS0008
111PS0095,2009-08-27T07:00:00Z,0.956064960217094,8288634,111PS0095
554PS0448,2009-07-07T07:00:00Z,0.6247875470829809,14962459,554PS0448
519PS0198,2009-07-15T07:00:00Z,0.868323712756629,15040775,519PS0198
527PS0388,2009-09-02T07:00:00Z,0.8951685032328839,7918127,527PS0388
518PS0029,2009-06-30T07:00:00Z,0.5419797309812273,8027104,518PS0029
518PS0029,2009-07-22T07:00:00Z,0.6749839778819531,8027104,518PS0029
305PS0061,2009-06-17T07:00:00Z,0.7056819198706693,17661321,305PS0061
520PS0202,2009-06-18T07:00:00Z,0.7308622126087021,2849683,520PS0202
205PS0045,2009-06-17T07:00:00Z,0.6542452591785074,17695691,205PS0045
506PS0003,2009-07-28T07:00:00Z,0.9882955348818225,7965555,506PS0003
309PS0043,2009-06-10T07:00:00Z,0.811013234726953,8212889,309PS0043
309PS0043,2009-07-08T07:00:00Z,0.8778660147522414,8212889,309PS0043
517PS0039,2009-07-01T07:00:00Z,0.8154916714350836,8056847,517PS0039
513PS0088,2009-08-17T07:00:00Z,0.5948758377769654,8009071,513PS0088
631PS0011,2009-07-28T07:00:00Z,0.9448150422737949,10744454,631PS0011
113PS0084,2009-08-18T07:00:00Z,1.024118282160816,2663891,113PS0084
535PS0191,2009-07-14T07:00:00Z,0.5875162769206015,19777327,535PS0191
305PS0057,2009-06-16T07:00:00Z,0.6150541402403684,17663049,305PS0057
526PS0472,2009-09-01T07:00:00Z,0.7383806104201696,7927647,526PS0472
111PS0110,2009-06-24T07:00:00Z,0.9827510999397012,8308814,111PS0110
105PS0090,2009-08-25T07:00:00Z,0.9553675862729881,8258405,105PS0090
206PS0054,2009-06-15T07:00:00Z,0.6552967375091713,1671493,206PS0054
518PS0033,2009-06-29T07:00:00Z,1.1150434288560678,8028358,518PS0033
632PS0014,2009-08-03T07:00:00Z,1.0193500853990285,8923193,632PS0014
105PS0069,2009-08-18T07:00:00Z,0.8512157085046205,4441596,105PS0069
517PS0030,2009-07-22T07:00:00Z,0.7879720573489242,8064075,517PS0030
534PS0043,2009-07-29T07:00:00Z,0.9162359583567761,343391,534PS0043
106PS0106,2009-09-08T07:00:00Z,0.9910394583448485,8244186,106PS0106
635PS0018,2009-07-20T07:00:00Z,0.7114125586566417,8934070,635PS0018
535PS0265,2009-08-20T07:00:00Z,0.964119883661465,2823880,535PS0265
526PS0344,2009-09-02T07:00:00Z,1.0753122919800422,7926449,526PS0344
105PS0276,2009-09-01T07:00:00Z,1.0378867703173853,2556977,105PS0276
511PS0209,2009-07-08T07:00:00Z,0.7699718189109975,15047817,511PS0209
105PS0468,2009-09-01T07:00:00Z,1.049450616697996,2556363,105PS0468
105PS0276,2009-09-22T07:00:00Z,1.016192820317975,2556977,105PS0276
511PS0401,2010-09-23T07:00:00Z,0.5225576299496637,15042589,511PS0401
509PS0170,2010-07-26T07:00:00Z,1.0377926753938034,8021340,509PS0170
204PS0094,2010-07-14T07:00:00Z,0.5935007301817615,2806357,204PS0094
526PS0072,2010-09-15T07:00:00Z,0.8018539543683585,7930381,526PS0072
526PS0756,2010-08-03T07:00:00Z,1.1482328335246497,7930003,526PS0756
626PS0827,2010-06-03T07:00:00Z,1.1517694479727374,22683514,626PS0827
105PS0540,2010-08-05T07:00:00Z,0.5534533328790497,8264738,105PS0540
105PS0540,2010-09-15T07:00:00Z,0.5615332664921497,8264738,105PS0540
520PS0199,2010-08-23T07:00:00Z,0.9754658890129907,1680009,520PS0199
551PS0308,2010-07-27T07:00:00Z,0.8122894780387093,17142308,551PS0308
532PS0062,2010-09-08T07:00:00Z,0.8208148289901417,20194942,532PS0062
106PS0122,2010-09-20T07:00:00Z,1.0762801737881018,8242294,106PS0122
603PS0557,2010-08-18T07:00:00Z,0.9924947337342386,20267687,603PS0557
509PS0049,2010-08-26T07:00:00Z,0.759088462781005,8020392,509PS0049
620PS0669,2010-08-17T07:00:00Z,0.8227653951497348,20215148,620PS0669
509PS0049,2010-09-13T07:00:00Z,0.8070369419684444,8020392,509PS0049
111PS0144,2010-08-18T07:00:00Z,0.8732612924127399,8294689,111PS0144
519PS0390,2010-07-28T07:00:00Z,0.8108468497918266,15040375,519PS0390
519PS0305,2010-07-21T07:00:00Z,1.0572555461093438,15040375,519PS0305
110PS0114,2010-07-21T07:00:00Z,0.8662254963034358,8317105,110PS0114
102PS0139,2010-08-09T07:00:00Z,0.9020072119397612,23936337,102PS0139
203PS0070,2010-07-19T07:00:00Z,0.8054252140478433,1671421,203PS0070
203PS0070,2010-09-07T07:00:00Z,0.657768868451216,1671421,203PS0070
631PS0033,2010-08-30T07:00:00Z,1.005440180272372,10744704,631PS0033
531PS0381,2010-07-12T07:00:00Z,0.9135773694922837,2821670,531PS0381
545PS0335,2010-07-26T07:00:00Z,0.4993380249334868,19778861,545PS0335
517PS0061,2010-09-08T07:00:00Z,0.9983172197554487,8059513,517PS0061
539PS0146,2010-07-27T07:00:00Z,0.963813019286156,17100303,539PS0146
634PS0035,2010-09-01T07:00:00Z,1.1475779516517925,8943647,634PS0035
513PS0008,2010-09-01T07:00:00Z,0.774426313355862,8009249,513PS0008
519PS0290,2010-07-28T07:00:00Z,0.9898495525004954,15040999,519PS0290
519PS0278,2010-07-07T07:00:00Z,1.0013286765027343,15040415,519PS0278
519PS0278,2010-08-05T07:00:00Z,0.8067803348407921,15040415,519PS0278
519PS0322,2010-07-08T07:00:00Z,0.47100026409581613,15022405,519PS0322
204R00303,2012-06-14T07:00:00Z,0.52281074106522,2803981,204R00303
507PS0142,2010-08-04T07:00:00Z,1.0838594640302541,2763444,507PS0142
526PS0764,2010-08-25T07:00:00Z,1.1402728565135651,7951986,526PS0764
626PS0619,2010-06-03T07:00:00Z,0.9001175632776794,22683392,626PS0619
531PS0365,2010-09-16T07:00:00Z,1.108860780460238,2819552,531PS0365
603PS0024,2010-08-23T07:00:00Z,0.9844059814494664,20274345,603PS0024
519PS0002,2010-08-05T07:00:00Z,0.8867911797680071,15022587,519PS0002
312PS0099,2010-06-14T07:00:00Z,0.9032928795985548,17626251,312PS0099
506PS0003,2010-09-14T07:00:00Z,0.876857408485899,7965555,506PS0003
105PS0129,2010-08-11T07:00:00Z,0.8867638686662531,4438708,105PS0129
628PS0715,2010-06-09T07:00:00Z,0.7399815084753059,22655435,628PS0715
532PS0050,2010-08-31T07:00:00Z,1.0373104302693597,17054008,532PS0050
113PS0120,2010-09-14T07:00:00Z,0.5487009314459577,2664653,113PS0120
534PS0070,2010-08-30T07:00:00Z,0.9984620181317885,346725,534PS0070
206PS0073,2010-07-20T07:00:00Z,0.62642642606044,1669863,206PS0073
603PS0720,2010-08-19T07:00:00Z,0.8503189861191024,20267019,603PS0720
517PS0054,2010-07-28T07:00:00Z,1.037705579404669,8060533,517PS0054
635PS0038,2010-08-09T07:00:00Z,0.8739579475611298,8933718,635PS0038
111PS0204,2010-08-17T07:00:00Z,1.0299893164250276,8309206,111PS0204
603PS0040,2010-08-31T07:00:00Z,0.7071668107234842,20274345,603PS0040
309PS0072,2010-06-23T07:00:00Z,0.521693522621698,948060165,309PS0072
111PS0121,2010-07-20T07:00:00Z,0.6603780702571795,8285008,111PS0121
106PS0115,2010-09-21T07:00:00Z,1.0410135229306077,8242116,106PS0115
106PS0142,2010-07-19T07:00:00Z,0.891062693434567,8234706,106PS0142
722PS0611,2010-06-08T07:00:00Z,0.5003680325126677,22597605,722PS0611
205PS0074,2010-07-14T07:00:00Z,0.46947018543912356,17693217,205PS0074
113PS0132,2010-09-15T07:00:00Z,0.5258168972921408,2662241,113PS0132
523PS0222,2010-09-09T07:00:00Z,1.2077971257314923,7986099,523PS0222
505PS0110,2010-08-03T07:00:00Z,1.0233521619461035,7960911,505PS0110
505PS0110,2010-09-16T07:00:00Z,0.9310980876377822,7960911,505PS0110
504PS0371,2010-07-07T07:00:00Z,0.7028129376775524,12070994,504PS0371
106PS0124,2010-08-16T07:00:00Z,0.9624494101512102,8235234,106PS0124
635PS0034,2010-09-08T07:00:00Z,0.747321539740032,8934010,635PS0034
105PS0660,2010-08-03T07:00:00Z,0.8938801016829007,2557039,105PS0660
526PS0948,2011-07-12T07:00:00Z,0.8292734644754324,7929909,526PS0948
526PS0808,2010-08-02T07:00:00Z,1.0079788543614194,7927361,526PS0808
509PS0234,2011-07-21T07:00:00Z,1.0034735628838007,8020458,509PS0234
509PS0234,2011-08-15T07:00:00Z,0.9623841665411282,8020458,509PS0234
507PS0314,2011-09-08T07:00:00Z,0.891857063064875,948020788,507PS0314
515PS0410,2011-09-07T07:00:00Z,0.9011763060855306,15072912,515PS0410
504PS0295,2011-07-05T07:00:00Z,0.8667923575164512,12076108,504PS0295
603PS0044,2011-08-30T07:00:00Z,1.1643092930790633,20277331,603PS0044
603PS0044,2011-09-14T07:00:00Z,0.5649314586077294,20277331,603PS0044
113PS0168,2011-07-06T07:00:00Z,1.0377321195092655,8281673,113PS0168
523PS0172,2011-08-10T07:00:00Z,1.0506662379873342,7985789,523PS0172
513PS0248,2011-07-27T07:00:00Z,0.9521851825384099,8005717,513PS0248
508PS0298,2011-07-20T07:00:00Z,0.8274771132071651,2494780,508PS0298
205PS0106,2011-06-21T07:00:00Z,0.7532422723342773,17695611,205PS0106
114PS0145,2011-06-20T07:00:00Z,1.0163497629883012,8270595,114PS0145
535PS0431,2011-06-22T07:00:00Z,0.8255591399345323,19777355,535PS0431
603PS0073,2011-09-13T07:00:00Z,0.9562828401673714,20272507,603PS0073
628PS1039,2011-06-09T07:00:00Z,0.8133148434106299,22658633,628PS1039
628PS1019,2011-06-08T07:00:00Z,0.8730634496183223,22658335,628PS1019
552PS0284,2011-08-29T07:00:00Z,1.0298907241234487,22050467,552PS0284
519PS0449,2011-09-06T07:00:00Z,0.7257086967793421,15022523,519PS0449
631PS0051,2011-08-16T07:00:00Z,0.8644259477087554,10742682,631PS0051
515PS0430,2011-07-07T07:00:00Z,1.1534111129713738,15069288,515PS0430
114PS0152,2011-07-07T07:00:00Z,0.5713363310659444,8272771,114PS0152
114PS0152,2011-08-18T07:00:00Z,0.6702674826356058,8272771,114PS0152
111PS0159,2011-07-14T07:00:00Z,0.8469124510470144,8287442,111PS0159
207PS0142,2011-06-01T07:00:00Z,0.6971483409010188,2790323,207PS0142
205PS0109,2011-06-21T07:00:00Z,0.7530781710534035,17694189,205PS0109
112PS0157,2011-07-12T07:00:00Z,1.0777907318827729,2544631,112PS0157
554PS0946,2011-08-23T07:00:00Z,0.9437010053453607,14961183,554PS0946
111PS0169,2011-07-25T07:00:00Z,0.8021289078593443,2703219,111PS0169
205R00282,2012-05-22T07:00:00Z,0.6703482526467996,17694479,205R00282
632PS0046,2011-08-16T07:00:00Z,0.8398068716155945,8922785,632PS0046
601PS0065,2011-09-01T07:00:00Z,1.1034413658947315,20287578,601PS0065
636PS0070,2011-09-21T07:00:00Z,0.9066421893480127,8933152,636PS0070
531PS0429,2011-06-20T07:00:00Z,0.7228557054499982,2819626,531PS0429
518PS0073,2011-08-16T07:00:00Z,0.9272690390120109,8041647,518PS0073
109PS0162,2011-07-20T07:00:00Z,0.7964071425953574,8316819,109PS0162
205PS0138,2011-06-01T07:00:00Z,0.8555556894044701,17693219,205PS0138
505PS0940,2011-09-26T07:00:00Z,0.7956044927691136,7960739,505PS0940
603PS0045,2011-08-29T07:00:00Z,1.0166669331568745,20274379,603PS0045
509PS0085,2011-09-07T07:00:00Z,0.816339786692561,8020410,509PS0085
632PS0058,2011-08-15T07:00:00Z,0.8046916722032393,8923095,632PS0058
111PS0160,2011-07-25T07:00:00Z,0.933658611174588,8306902,111PS0160
532PS0071,2011-09-21T07:00:00Z,0.6127845727463358,17055582,532PS0071
532PS0071,2011-10-12T07:00:00Z,0.5911196782005448,17055582,532PS0071
517PS0074,2011-09-20T07:00:00Z,0.9756778816958481,8058051,517PS0074
202PS0134,2011-05-31T07:00:00Z,0.9266693514017185,17688275,202PS0134
603PS0072,2011-09-12T07:00:00Z,1.1123371816584489,20276563,603PS0072
603PS0056,2011-08-31T07:00:00Z,0.9721463219994425,20276725,603PS0056
526PS1036,2011-07-13T07:00:00Z,0.9999389756354814,7923897,526PS1036
106PS0173,2011-08-04T07:00:00Z,0.9715252695035788,8234928,106PS0173
517PS0078,2011-09-19T07:00:00Z,0.9349816630682009,8064195,517PS0078
552PS0072,2011-08-30T07:00:00Z,0.9382116876040408,22047753,552PS0072
601PS0057,2011-09-14T07:00:00Z,0.9004856020446971,20287322,601PS0057
516PS0287,2011-09-21T07:00:00Z,0.7769904899913194,15012853,516PS0287
105PS0154,2011-08-09T07:00:00Z,1.0121257563095107,8258357,105PS0154
309PS0116,2011-06-16T07:00:00Z,1.026188614673347,8204319,309PS0116
204PS0102,2011-06-15T07:00:00Z,0.7826803589607347,2803945,204PS0102
204PS0102,2011-08-10T07:00:00Z,0.866110091646816,2803945,204PS0102
505PS0174,2011-09-27T07:00:00Z,1.002536176358304,7950742,505PS0174
204PS0118,2011-06-15T07:00:00Z,0.9076741213026754,2804621,204PS0118
507PS0286,2011-07-13T07:00:00Z,0.7679540933555559,2764564,507PS0286
540PS0258,2011-08-31T07:00:00Z,0.8485945003744575,17116225,540PS0258
106PS0166,2011-08-02T07:00:00Z,0.9496854549180801,8241184,106PS0166
634PS0062,2011-10-12T07:00:00Z,1.0866451843630212,8944513,634PS0062
509PS0334,2012-09-12T07:00:00Z,0.8755422596681185,8020478,509PS0334
304PS0146,2012-06-18T07:00:00Z,0.5508273243760721,17684382,304PS0146
304PS0146,2012-07-11T07:00:00Z,0.7222642619285738,17684382,304PS0146
514PS0351,2012-07-16T07:00:00Z,0.76970508005126,15007315,514PS0351
519PS0561,2012-06-27T07:00:00Z,0.7890587287894948,15040511,519PS0561
522PS0430,2012-09-20T07:00:00Z,0.8204451947555039,7994699,522PS0430
603PS0108,2012-07-24T07:00:00Z,0.9720194921630073,948090773,603PS0108
603PS0076,2012-07-23T07:00:00Z,0.9527579073306293,20277761,603PS0076
113PS0076,2012-08-02T07:00:00Z,1.1474678493895547,2666835,113PS0076
113PS0076,2012-08-22T07:00:00Z,0.908103833273313,2666835,113PS0076
105PS0149,2012-08-29T07:00:00Z,0.9787205179527535,4441788,105PS0149
513PS0200,2012-07-30T07:00:00Z,0.8216683199061303,8005871,513PS0200
526PS1144,2012-08-22T07:00:00Z,0.9046352266466495,7930567,526PS1144
519PS0534,2012-06-25T07:00:00Z,0.5880715946919505,15022723,519PS0534
519PS0514,2012-06-26T07:00:00Z,0.3989007115964386,15022315,519PS0514
536PS0107,2012-07-17T07:00:00Z,1.0506687541790596,17074709,536PS0107
519PS0514,2012-07-30T07:00:00Z,0.5107140051655812,15022315,519PS0514
524PS0202,2012-09-20T07:00:00Z,0.8379794912093267,2782657,524PS0202
516PS0516,2013-08-06T07:00:00Z,0.9820326324219428,15012905,516PS0516
524PS0342,2012-07-18T07:00:00Z,0.6629917444624795,2800691,524PS0342
527PS1156,2012-08-21T07:00:00Z,0.9574784970045038,7918053,527PS1156
205PS0157,2012-06-19T07:00:00Z,0.5961185177629178,948050175,205PS0157
205PS0170,2012-06-19T07:00:00Z,0.4346390525921292,17694117,205PS0170
628PS1179,2012-06-06T07:00:00Z,0.7654595096497199,22658315,628PS1179
631PS0087,2012-08-08T07:00:00Z,0.8288697479571537,10742726,631PS0087
516PS0324,2012-06-28T07:00:00Z,0.7378539170151951,15012649,516PS0324
516PS0324,2012-07-31T07:00:00Z,1.0053694590679052,15012649,516PS0324
531PS0573,2012-06-28T07:00:00Z,0.7593331814044187,2821662,531PS0573
634PS0099,2012-09-10T07:00:00Z,1.0606110659350165,8943539,634PS0099
102PS0177,2012-08-28T07:00:00Z,1.1404400531158128,23945257,102PS0177
304PS0194,2012-06-18T07:00:00Z,0.8326467005142786,17682654,304PS0194
523PS0414,2012-08-06T07:00:00Z,0.7090463133320682,7984215,523PS0414
633PS0083,2012-09-04T07:00:00Z,0.9094494654684244,8922825,633PS0083
603PS0137,2013-08-13T07:00:00Z,0.9890208527120133,20274997,603PS0137
603PS1056,2012-07-24T07:00:00Z,1.0028730512893016,20267009,603PS1056
