stationcode,sampledate,asci,comid,masterid
603PS1056,2012-08-14T07:00:00Z,0.8981892848668735,20267009,603PS1056
518PS0113,2012-07-09T07:00:00Z,1.0047803834615932,2773072,518PS0113
205PS0173,2012-06-20T07:00:00Z,0.751688308847272,17694479,205PS0173
537PS0386,2012-07-16T07:00:00Z,0.8204638147746801,21609893,537PS0386
534PS0114,2012-09-12T07:00:00Z,0.9089589939562682,342591,534PS0114
105PS0193,2012-08-29T07:00:00Z,1.047618334693201,4438928,105PS0193
111PS0178,2012-08-14T07:00:00Z,0.95592581315725,2703063,111PS0178
518PS0093,2012-09-24T07:00:00Z,0.706022705249124,8029316,518PS0093
636PS0086,2012-09-26T07:00:00Z,0.8923042824926143,8933252,636PS0086
535PS0477,2012-06-07T07:00:00Z,0.8772119665920216,2819686,535PS0477
603PS0075,2012-07-31T07:00:00Z,0.8729761267602063,20275027,603PS0075
603PS0075,2012-08-15T07:00:00Z,0.8997509725485583,20275027,603PS0075
114PS0149,2012-07-10T07:00:00Z,0.804907782563055,948010117,114PS0149
603PSx109,2012-07-30T07:00:00Z,1.0837651063083265,20274255,603PSx109
526PS1100,2012-08-21T07:00:00Z,0.8896607229197958,7932109,526PS1100
601PS0077,2012-08-07T07:00:00Z,0.7133101575827935,20286400,601PS0077
519PS0340,2012-06-26T07:00:00Z,0.7455383248860591,15022285,519PS0340
206PS0165,2012-07-10T07:00:00Z,0.9204383013210634,1668207,206PS0165
603PS0079,2012-08-01T07:00:00Z,0.6461073721597789,20273689,603PS0079
106PS0186,2012-09-26T07:00:00Z,1.0762792409403223,8235108,106PS0186
603PS0092,2012-07-25T07:00:00Z,1.0019420071556517,20276871,603PS0092
518PS0089,2012-08-01T07:00:00Z,0.7727050784208714,948020987,518PS0089
518PS0089,2012-09-25T07:00:00Z,0.7365082251630384,948020987,518PS0089
514PS0099,2012-07-18T07:00:00Z,1.0778155067761361,14997245,514PS0099
105PS0195,2012-08-07T07:00:00Z,1.1120147525734911,8258155,105PS0195
207PS0150,2012-06-13T07:00:00Z,0.40168552535252294,948050140,207PS0150
308PS0156,2012-06-19T07:00:00Z,0.9607500333864836,8188801,308PS0156
113PS0196,2012-08-01T07:00:00Z,0.9409077146961285,2662251,113PS0196
108PS0197,2012-08-16T07:00:00Z,0.9950312248989739,8315639,108PS0197
631PS0081,2012-08-28T07:00:00Z,0.6449242515262114,10744570,631PS0081
105PS1148,2012-09-18T07:00:00Z,NA,361981,105PS1148
515PS0490,2012-06-14T07:00:00Z,0.7268456302572524,7972061,515PS0490
519PS0578,2013-05-29T07:00:00Z,0.6376550701490431,15024787,519PS0578
515PS0622,2013-06-10T07:00:00Z,0.9114506550771173,948020363,515PS0622
308PS0204,2013-05-21T07:00:00Z,0.8006670163641846,8188943,308PS0204
105PS1404,2013-08-28T07:00:00Z,0.962083642582811,361695,105PS1404
632PS0110,2013-07-08T07:00:00Z,0.8172478411201252,8924075,632PS0110
632PS0110,2013-08-05T07:00:00Z,0.7395972235154514,8924075,632PS0110
520PS0455,2013-06-05T07:00:00Z,0.8963604242260459,1680009,520PS0455
520PS0455,2013-07-22T07:00:00Z,0.7852916538423614,1680009,520PS0455
508PS0458,2013-07-01T07:00:00Z,0.7980540766721864,2495606,508PS0458
205PS0221,2013-05-20T07:00:00Z,0.5533276643908608,948050176,205PS0221
527PS1412,2013-06-25T07:00:00Z,0.79811843278842,7918181,527PS1412
628PS1307,2013-05-21T07:00:00Z,0.8400065324016049,22658309,628PS1307
114PS0209,2013-06-10T07:00:00Z,1.1095791531556467,8271511,114PS0209
518PS0125,2013-06-18T07:00:00Z,0.7477624742983479,8039815,518PS0125
105PS0211,2013-08-20T07:00:00Z,0.9165559210950314,3800947,105PS0211
105PS0211,2013-09-16T07:00:00Z,1.0239825515230196,3800947,105PS0211
639PS1279,2013-06-11T07:00:00Z,0.8638030033883718,8951906,639PS1279
526PS1420,2013-06-25T07:00:00Z,0.9342794589430956,7928707,526PS1420
113PS0216,2013-09-03T07:00:00Z,0.9282698576199048,8281271,113PS0216
113PS0232,2013-09-04T07:00:00Z,0.8989978663168049,8281015,113PS0232
304PS0274,2014-06-04T07:00:00Z,0.8951250174774461,17682470,304PS0274
207PS0241,2013-06-03T07:00:00Z,0.7546348144665895,2784567,207PS0241
626PS1195,2013-05-23T07:00:00Z,1.258099197533364,22681948,626PS1195
505PS1180,2013-08-07T07:00:00Z,0.621591939723568,7961581,505PS1180
505PS1180,2013-08-21T07:00:00Z,0.6841687410649925,7961581,505PS1180
539PS0127,2013-05-27T07:00:00Z,1.1093325196356156,17099787,539PS0127
103PS0217,2013-09-10T07:00:00Z,0.9755276642268909,22226948,103PS0217
628PS1483,2013-05-22T07:00:00Z,1.0910643229698633,22655495,628PS1483
508PS0618,2013-06-03T07:00:00Z,0.8469855101992564,2495202,508PS0618
603PS0132,2013-07-17T07:00:00Z,0.43070246258495515,20276261,603PS0132
205PS0234,2013-05-22T07:00:00Z,0.622644662506249,17694083,205PS0234
205PS0202,2013-05-22T07:00:00Z,0.8580782104156501,17693229,205PS0202
205PS0202,2013-07-17T07:00:00Z,0.514762422848047,17693229,205PS0202
504PS0574,2013-06-06T07:00:00Z,0.7967190715256055,12075510,504PS0574
603PS0136,2013-07-17T07:00:00Z,0.8522021372735089,20276447,603PS0136
114PS0229,2013-06-04T07:00:00Z,0.6322482451643917,8272309,114PS0229
206PS0230,2013-06-05T07:00:00Z,0.650516954208528,1671493,206PS0230
634PS0126,2013-08-28T07:00:00Z,0.8204814670186513,8944515,634PS0126
105PS0231,2013-08-29T07:00:00Z,0.5953015033755332,3917406,105PS0231
603PS1488,2013-07-10T07:00:00Z,0.9899950307330919,20267041,603PS1488
105PS0259,2013-09-17T07:00:00Z,0.85367070239002,8258269,105PS0259
504PS0595,2013-06-04T07:00:00Z,0.9772823852851379,12073104,504PS0595
522PS0643,2013-09-04T07:00:00Z,0.908422643513112,7994673,522PS0643
522PS0504,2013-06-11T07:00:00Z,0.8456815012675031,7995245,522PS0504
635PS0118,2013-09-03T07:00:00Z,0.9717603762882143,8933812,635PS0118
524PS0650,2014-07-17T07:00:00Z,1.1142553215204962,2782349,524PS0650
634PS0131,2013-08-20T07:00:00Z,0.6621715939289011,8943697,634PS0131
111PS0237,2013-09-12T07:00:00Z,1.1525581687522446,2706215,111PS0237
516PS0543,2013-08-07T07:00:00Z,0.78017752413616,15012685,516PS0543
511PS0657,2014-05-19T07:00:00Z,0.5750980196960618,15039563,511PS0657
105PS1492,2014-08-06T07:00:00Z,0.8721261960151793,2557113,105PS1492
521PS0663,2014-06-16T07:00:00Z,0.860283187738807,2770658,521PS0663
524PS0650,2014-07-01T07:00:00Z,1.0465556256352495,2782349,524PS0650
635PS0146,2014-09-03T07:00:00Z,1.114927388980301,8933876,635PS0146
514PS0131,2014-07-28T07:00:00Z,0.9171014356821877,14982958,514PS0131
519PS0646,2014-05-27T07:00:00Z,0.8202978360066593,15036577,519PS0646
113PS0268,2014-06-11T07:00:00Z,0.8639676876893514,2664619,113PS0268
526PS1496,2014-08-19T07:00:00Z,0.7132931575245804,7927647,526PS1496
304PS0253,2014-05-22T07:00:00Z,1.0116525268508756,17682178,304PS0253
304PS0253,2014-06-05T07:00:00Z,0.962737188506628,17682178,304PS0253
105PS0267,2014-07-21T07:00:00Z,1.0267451639308252,360287,105PS0267
637PS0130,2014-08-27T07:00:00Z,1.1295939698603692,20295557,637PS0130
631PS0145,2014-07-02T07:00:00Z,0.9456805147853722,10744570,631PS0145
514PS0162,2016-08-04T07:00:00Z,0.98420573199589,14982062,514PS0162
519PS0765,2016-04-13T07:00:00Z,0.8439083487282346,15022615,519PS0765
521PS0161,2016-09-06T07:00:00Z,0.9436013396050964,2770154,521PS0161
526PS1724,2016-06-27T07:00:00Z,0.9043296446626717,7952260,526PS1724
204R00047,2012-06-06T07:00:00Z,0.6379270932455577,2803979,204R00047
519PS0817,2016-04-14T07:00:00Z,1.0222332797901974,15036577,519PS0817
519PS0817,2016-06-08T07:00:00Z,0.8349612528514466,15036577,519PS0817
526PS1868,2016-07-12T07:00:00Z,1.052676006890017,7928597,526PS1868
204PS0378,2017-06-08T07:00:00Z,0.757709970692979,2806865,204PS0378
519PS0790,2016-04-12T07:00:00Z,0.9195862443384984,948021135,519PS0790
106PS0307,2016-06-16T07:00:00Z,1.1527499511645924,8242034,106PS0307
205PS0365,2017-06-06T07:00:00Z,0.6558912873027338,17695691,205PS0365
205R00346,2012-06-14T07:00:00Z,0.5493831689379711,17695687,205R00346
519PS0834,2017-06-07T07:00:00Z,0.7223246936063175,15024787,519PS0834
102PS0331,2017-07-11T07:00:00Z,1.0176017391430978,23936111,102PS0331
519PS0834,2017-07-25T07:00:00Z,0.6779363443109203,15024787,519PS0834
519PS0897,2017-06-05T07:00:00Z,0.741760908635965,15022679,519PS0897
114PS0344,2017-06-13T07:00:00Z,0.9287407688707741,8271035,114PS0344
106PS0334,2017-06-22T07:00:00Z,0.7371541499789646,8232482,106PS0334
507PS0181,2017-06-13T07:00:00Z,0.6426219576185656,2764276,507PS0181
520PS0846,2017-05-23T07:00:00Z,0.984447579486086,1679245,520PS0846
519PS0838,2017-06-01T07:00:00Z,0.6057182184208704,15040375,519PS0838
523PS0803,2017-06-12T07:00:00Z,0.9188938632790526,7984215,523PS0803
514PS0863,2017-06-06T07:00:00Z,0.7839942022270227,15009435,514PS0863
309PS0370,2017-06-13T07:00:00Z,0.23673726759838876,8200463,309PS0370
517PS0836,2017-06-07T07:00:00Z,0.595397287573499,8053943,517PS0836
509ACNFPP,2008-07-30T07:00:00Z,0.9608073401106624,8020454,509ACNFPP
509ATCINC,2008-07-14T07:00:00Z,0.9735894527320883,8020458,509ATCINC
509ACNFPP,2008-09-16T07:00:00Z,0.972122956133458,8020454,509ACNFPP
509ACSFPP,2008-07-16T07:00:00Z,1.0383270330907954,8020454,509ACSFPP
309ARCBRC,2008-08-25T07:00:00Z,1.0009080105318782,8203373,309ARCBRC
507BCSFBM,2008-08-05T07:00:00Z,0.7788809682849666,2765948,507BCSFBM
513BTCACC,2008-09-10T07:00:00Z,0.8398291616579148,8005985,513BTCACC
405BRCSGR,2008-05-28T07:00:00Z,1.0777404920584426,22524629,405BRCSGR
309CLCBVC,2008-07-15T07:00:00Z,0.6598489300759564,8202351,309CLCBVC
509BCCH32,2008-08-13T07:00:00Z,0.9115637402772067,8020872,509BCCH32
511CCC505,2008-06-25T07:00:00Z,0.5864493790597627,15028041,511CCC505
518CPCRCR,2008-08-14T07:00:00Z,0.8184093765697198,2773146,518CPCRCR
539CCRARR,2008-06-12T07:00:00Z,0.7434068219863568,17100087,539CCRARR
305CLCSBR,2008-06-11T07:00:00Z,1.1411619072483852,17673639,305CLCSBR
509CWCPLR,2008-07-07T07:00:00Z,1.0522534657137514,8020502,509CWCPLR
205CYCAHH,2008-06-10T07:00:00Z,0.86998303576174,17694881,205CYCAHH
534CYCANB,2008-06-19T07:00:00Z,0.7339796590825187,344215,534CYCANB
542DPCDPC,2008-06-18T07:00:00Z,0.5557554818952313,16594797,542DPCDPC
201LAG190,2008-10-06T07:00:00Z,1.1020959586836983,5329835,201LAG190
509ICPPCX,2008-09-10T07:00:00Z,0.8611951754303281,8020488,509ICPPCX
305LGCACR,2008-07-16T07:00:00Z,0.8682503759459574,17671963,305LGCACR
552MFCAKR,2008-06-11T07:00:00Z,0.8109308138352203,22050595,552MFCAKR
519MNRASR,2008-07-09T07:00:00Z,0.6820034192777424,948020581,519MNRASR
526PSCBBL,2008-08-27T07:00:00Z,0.9221288508087985,7930149,526PSCBBL
526PSCBBL,2008-09-23T07:00:00Z,0.8733953209118515,7930149,526PSCBBL
509PCDTWR,2008-07-15T07:00:00Z,1.01209335324349,8020290,509PCDTWR
509PCDTWR,2008-09-03T07:00:00Z,0.9141618938811423,8020290,509PCDTWR
518RCNAPC,2008-08-06T07:00:00Z,0.8023997484012582,2772712,518RCNAPC
309SARANF,2008-08-26T07:00:00Z,1.0451117560273555,8204317,309SARANF
514SCCAAR,2008-07-24T07:00:00Z,1.0627799530049313,14982306,514SCCAAR
405WER318,2009-06-02T07:00:00Z,1.0214278941553157,22522773,405WER318
552SCCTSR,2008-06-11T07:00:00Z,1.1298123266678315,22063163,552SCCTSR
111BGCAER,2009-10-06T07:00:00Z,1.079122084380957,8292877,111BGCAER
532TGRUPX,2008-10-08T07:00:00Z,1.083821553383166,17055650,532TGRUPX
513UNCAKC,2008-09-10T07:00:00Z,0.8341074860173527,8005953,513UNCAKC
111WER159,2009-08-03T07:00:00Z,0.8589241858962079,8308468,111WER159
201LAG335,2009-07-15T07:00:00Z,1.0111064242273708,5330439,201LAG335
509BCCBPW,2009-07-09T07:00:00Z,0.9193079946130361,8022222,509BCCBPW
111BBRBCC,2009-09-23T07:00:00Z,1.032659543697882,8297465,111BBRBCC
202BUT050,2009-06-16T07:00:00Z,0.645684147924627,17688205,202BUT050
534CYCANB,2009-06-02T07:00:00Z,0.6526307764216409,344215,534CYCANB
522GSCBSC,2009-09-24T07:00:00Z,0.9050850919457042,7991113,522GSCBSC
201LAG380,2009-07-14T07:00:00Z,0.9498547333369297,5330451,201LAG380
310LPCBPC,2009-06-09T07:00:00Z,1.140712821697982,8192731,310LPCBPC
404BA1166,2009-06-04T07:00:00Z,0.8972629240936068,20365911,404BA1166
911NCPCR2,2009-05-27T07:00:00Z,1.0879340121844185,20324991,911NCPCR2
106WER016,2009-08-04T07:00:00Z,1.0919512670109959,8234604,106WER016
518RCNAPC,2009-08-11T07:00:00Z,0.8904803695869631,2772712,518RCNAPC
202SPE090,2009-06-15T07:00:00Z,0.9575224735608779,17687393,202SPE090
801WE1132,2009-06-01T07:00:00Z,1.0827883304346795,22559686,801WE1132
206SON300,2009-07-14T07:00:00Z,0.5972844210695316,1670131,206SON300
205COY140,2009-06-17T07:00:00Z,0.6383980675483076,17694083,205COY140
523TMCATG,2009-10-05T07:00:00Z,0.9389062950037216,7986165,523TMCATG
513UNCAKC,2009-07-13T07:00:00Z,0.8262162960203272,8005953,513UNCAKC
205STE110,2009-07-13T07:00:00Z,0.9890042566454602,17693047,205STE110
633WIL001,2009-08-05T07:00:00Z,0.8803708899796615,8922467,633WIL001
308BSU,2010-07-13T07:00:00Z,0.9698358606256975,8189809,308BSU
539CCRARR,2010-06-30T07:00:00Z,1.0277611658679349,17100087,539CCRARR
504DCFRxx,2010-07-27T07:00:00Z,1.0930547372955894,12068226,504DCFRxx
202BUT030,2010-06-29T07:00:00Z,1.0240615433878386,17688195,202BUT030
634CAT055,2010-08-11T07:00:00Z,0.9430895771268965,8941755,634CAT055
201MRS020,2010-09-13T07:00:00Z,0.9331693308575801,5330517,201MRS020
632NOB001,2010-09-01T07:00:00Z,0.9936895288381715,8923157,632NOB001
105FS0428,2011-08-03T07:00:00Z,0.9800927930151263,8257421,105FS0428
308SBCAH1,2010-06-21T07:00:00Z,0.9477490982449747,8188669,308SBCAH1
901SCCA74,2010-06-08T07:00:00Z,0.9814059446122012,20348351,901SCCA74
111CE0569,2010-07-20T07:00:00Z,1.012196803564671,8284792,111CE0569
537ADCH41,2011-09-12T07:00:00Z,0.934714589369707,21610265,537ADCH41
514BMCARC,2011-09-27T07:00:00Z,1.18839059837193,14981580,514BMCARC
111FS0001,2011-07-05T07:00:00Z,0.9600910299930189,8308998,111FS0001
405BRCAMS,2011-06-07T07:00:00Z,0.6926851864292539,22522723,405BRCAMS
634R10BMW,2011-09-29T07:00:00Z,0.7954092259019822,8944559,634R10BMW
509BSCADC,2011-08-31T07:00:00Z,1.0557683421276518,8020764,509BSCADC_bad
111FS0008,2011-07-06T07:00:00Z,0.9522866015719885,8309034,111FS0008
540SED003,2011-08-30T07:00:00Z,1.0808208689819556,17118619,540SED003
537BLCABG,2011-09-15T07:00:00Z,1.07267048290994,21609655,537BLCABG
202BUT040,2011-06-14T07:00:00Z,0.9547036876399807,17688195,202BUT040
540CQCBBR,2011-09-14T07:00:00Z,1.1596700592261833,17113025,540CQCBBR
801CCWFAC,2011-06-07T07:00:00Z,0.9982113956401201,22555028,801CCWFAC
554CLCALK,2011-08-23T07:00:00Z,1.029020432965272,14970699,554CLCALK
111FS0007,2011-07-11T07:00:00Z,0.9824556584197176,8308196,111FS0007
901CSCADC,2011-05-26T07:00:00Z,1.101382688957383,20351599,901CSCADC
111PAL105,2011-07-13T07:00:00Z,1.0712335714137813,8284780,111PAL105
509DRCBPC,2011-08-29T07:00:00Z,0.8607406167419824,8020610,509DRCBPC
901DCCSMC,2011-05-16T07:00:00Z,1.146623382905951,20351605,901DCCSMC
103WER030,2011-08-10T07:00:00Z,1.1411243565793925,22227610,103WER030
802FMCAIP,2011-06-07T07:00:00Z,0.7207279707702818,22535100,802FMCAIP
632ELD001,2011-09-08T07:00:00Z,0.9207628633405864,8924895,632ELD001
110ECSLSF,2011-07-26T07:00:00Z,0.9841753088595401,8317131,110ECSLSF
514SBCAMR,2011-08-29T07:00:00Z,0.8944126066123339,14982536,514SBCAMR
634R10GNL,2011-10-03T07:00:00Z,0.995202860157704,8941733,634R10GNL
540GNCBTC,2011-09-13T07:00:00Z,1.1237265993651977,17112885,540GNCBTC
634GRF001,2011-10-03T07:00:00Z,1.0564894706126338,8941997,634GRF001
634HHCATC,2011-10-04T07:00:00Z,0.9495718030075109,8944545,634HHCATC
634HID001,2011-10-03T07:00:00Z,1.106208534225672,8944521,634HID001
111HSCAER,2011-07-26T07:00:00Z,0.956649445763068,8305452,111HSCAER
536SED006,2011-09-20T07:00:00Z,1.1028795068695585,17081693,536SED006
909JQCASR,2011-06-01T07:00:00Z,0.8718616739982323,20332720,909JQCASR
553KRMAPC,2011-08-22T07:00:00Z,1.0045855630720648,14918241,553KRMAPC
553KRNAYC,2011-08-24T07:00:00Z,0.8360786312355131,14917925,553KRNAYC
553KRNAYC,2011-10-13T07:00:00Z,0.8370700329674158,14917925,553KRNAYC
514LNCASC,2011-08-18T07:00:00Z,0.9450027608524079,14983378,514LNCASC
534MLC108,2011-09-14T07:00:00Z,1.0705305450989187,346855,534MLC108
536LLCACR,2011-09-22T07:00:00Z,1.0135708554891287,17076301,536LLCACR
308LSRASC,2011-06-13T07:00:00Z,1.098506920550641,8188811,308LSRASC
308LSRASC,2011-07-18T07:00:00Z,0.9223948734664673,8188811,308LSRASC
106FS0040,2011-08-30T07:00:00Z,1.041310420358609,8235250,106FS0040
514LNCASC,2011-08-30T07:00:00Z,0.8726647400019306,14983378,514LNCASC
634CAT055,2011-10-04T07:00:00Z,1.0961412034314684,8941755,634CAT055
632MUR001,2011-09-07T07:00:00Z,0.9905828071826526,8924913,632MUR001
554NYCGWD,2011-08-25T07:00:00Z,0.8914667586056761,14971045,554NYCGWD
518SED086,2011-08-17T07:00:00Z,0.9012319996499,8036983,518SED086
554PMCGWD,2011-08-23T07:00:00Z,1.1038533469421676,14970909,554PMCGWD
403PRCAGH,2011-06-02T07:00:00Z,0.6904160846259172,17569207,403PRCAGH
554PMCABC,2011-08-24T07:00:00Z,0.9482053707696007,14971713,554PMCABC
403STC064,2011-06-08T07:00:00Z,1.0264261887663981,17567965,403STC064
403STC086,2011-06-21T07:00:00Z,1.1934019650115093,17567995,403STC086
111RSCAER,2011-08-08T07:00:00Z,0.9367690823717665,8294601,111RSCAER
107RWCBHW,2011-08-03T07:00:00Z,0.8661067655760966,8316099,107RWCBHW
204R00068,2012-05-31T07:00:00Z,0.6639434773801932,2806325,204R00068
534RSCAGG,2011-09-19T07:00:00Z,0.8399321713473495,343649,534RSCAGG
103RDCBCC,2011-07-21T07:00:00Z,0.7872337782183,22226612,103RDCBCC
110SMCATH,2011-07-27T07:00:00Z,0.7514148788076415,8317181,110SMCATH
554SED027,2011-08-24T07:00:00Z,1.0113254518431007,14971777,554SED027
105FS0425,2011-08-10T07:00:00Z,1.0713117942234995,8257711,105FS0425
206TUL120,2011-06-13T07:00:00Z,1.070925083013837,1669259,206TUL120
103STCNSR,2011-08-09T07:00:00Z,1.091121450758208,22227560,103STCNSR
514SBCAMR,2011-08-17T07:00:00Z,0.971728187205365,14982536,514SBCAMR
603DDM005,2011-09-13T07:00:00Z,0.9727554329108107,20272505,603DDM005
536SED108,2011-09-21T07:00:00Z,1.0540257283154755,17081781,536SED108
634EGL005,2011-10-03T07:00:00Z,0.9576217999522053,8943545,634EGL005
634R10UTR,2011-09-28T07:00:00Z,0.9284570674029291,8943711,634R10UTR
634WSN001,2011-10-04T07:00:00Z,1.0832344988721816,8941661,634WSN001
111FS0008,2012-07-19T07:00:00Z,1.1973829265251972,8309034,111FS0008
911TJWIL3,2011-05-25T07:00:00Z,0.8989250656019715,20325305,911TJWIL3
105WLCABC,2011-08-03T07:00:00Z,0.887456027498142,8257397,105WLCABC
518YLCAFR,2011-08-17T07:00:00Z,0.8895399129711546,2773598,518YLCAFR
309LAS1MI,2012-06-13T07:00:00Z,0.9087865058859413,8203439,309LAS1MI
114WE0614,2012-07-09T07:00:00Z,0.8846289378268141,8271033,114WE0614
314WE1102,2012-06-12T07:00:00Z,0.9097096071869857,17609433,314WE1102
106WE1079,2012-08-08T07:00:00Z,0.9352239241452188,8242250,106WE1079
111WE1071,2012-07-26T07:00:00Z,1.0162832209297967,8297463,111WE1071
312DAVDAV,2012-06-07T07:00:00Z,0.985591986562983,17626357,312DAVDAV
631DEP001,2012-08-28T07:00:00Z,0.8971638447978688,10744306,631DEP001
534WER219,2012-08-29T07:00:00Z,1.018241309628644,346279,534WER219
632DIX001,2012-09-03T07:00:00Z,0.9757034426257976,8924127,632DIX001
107WER092,2012-08-27T07:00:00Z,0.9080369943546874,8315549,107WER092
114CE0131,2012-07-31T07:00:00Z,0.8875252242484114,8270719,114CE0131
103WER026,2012-08-15T07:00:00Z,1.2053334585364794,22226750,103WER026
308LILPAL,2012-06-20T07:00:00Z,0.9926053820779009,8188755,308LILPAL
526WER123,2012-08-21T07:00:00Z,1.0332414190185972,7929215,526WER123
111WER008,2012-07-23T07:00:00Z,0.9877592880895358,8308060,111WER008
601PRK002,2012-08-02T07:00:00Z,1.1626625086642475,20287374,601PRK002
630RBS005,2012-08-07T07:00:00Z,0.8691715425063845,8915425,630RBS005
308ROCBBQ,2012-06-21T07:00:00Z,1.0331365385188123,8188719,308ROCBBQ
105PS0090,2012-08-07T07:00:00Z,1.005915487675562,8258405,105PS0090
307CE0094,2012-06-12T07:00:00Z,1.1139591891957554,17601605,307CE0094
308SANWIL,2012-06-12T07:00:00Z,0.8457018991270652,8188639,308SANWIL
633WCR003,2012-09-04T07:00:00Z,1.0495329379798277,8922817,633WCR003
403WE0501,2013-05-14T07:00:00Z,1.0079989181675424,17570115,403WE0501
106WER011,2013-09-11T07:00:00Z,1.1908710621942424,8243440,106WER011
801WE1008,2013-05-14T07:00:00Z,0.9512144494613327,22558750,801WE1008
111WE1050,2013-06-12T07:00:00Z,0.9950563408568249,8297445,111WE1050
801WE0674,2013-05-14T07:00:00Z,0.9559936169899634,22558770,801WE0674
504WE0527,2013-07-02T07:00:00Z,0.8897490370526477,12068226,504WE0527
111WE0816,2013-06-12T07:00:00Z,1.0887973070295494,8305328,111WE0816
105FS0416,2013-09-24T07:00:00Z,0.9258026728944441,4439616,105FS0416
106HLCACC,2013-09-23T07:00:00Z,0.8292556109093564,8241296,106HLCACC
518WE0521,2013-06-19T07:00:00Z,1.1671556576819675,8039609,518WE0521
403WE1027,2013-05-30T07:00:00Z,0.748482792651311,17567207,403WE1027
403WE0540,2013-05-16T07:00:00Z,0.9484296019323569,17567407,403WE0540
403WE0683,2013-05-15T07:00:00Z,1.1194487951543046,17572791,403WE0683
603DDM004,2013-07-09T07:00:00Z,0.8978239681567373,20272507,603DDM004
634TRT001,2013-08-26T07:00:00Z,0.829709435270841,8944533,634TRT001
509ACNFPP,2014-09-25T07:00:00Z,0.9299445832296236,8020454,509ACNFPP
204AHOACR,2014-06-02T07:00:00Z,0.9852817050043204,2809859,204AHOACR
526PS0072,2014-08-07T07:00:00Z,0.9266894592948955,7930381,526PS0072
111BGCAER,2014-06-11T07:00:00Z,0.8630888793156518,8292877,111BGCAER
202BUT040,2014-06-04T07:00:00Z,1.1755448657016834,17688195,202BUT040
633WE0991,2014-09-09T07:00:00Z,0.9705865839863871,8922673,633WE0991
518CPCRCR,2014-08-20T07:00:00Z,0.9309368395324767,2773146,518CPCRCR
103WER029,2014-07-16T07:00:00Z,1.0279572061468296,22226788,103WER029
634CLD001,2014-09-09T07:00:00Z,0.8078591338138861,8944471,634CLD001
105PS0097,2014-07-22T07:00:00Z,0.8339384439429841,4439186,105PS0097
801S03488,2014-05-07T07:00:00Z,1.170895848638784,22554684,801S03488
105CE0329,2014-07-23T07:00:00Z,0.9120193753018762,8257849,105CE0329
553KRNAYC,2014-06-17T07:00:00Z,0.8922425314405626,14917925,553KRNAYC
522CE0027,2014-06-09T07:00:00Z,0.9156789124496884,7995173,522CE0027
631LWK002,2014-08-12T07:00:00Z,0.861765282120704,10744580,631LWK002
403WE1027,2014-05-14T07:00:00Z,0.8548639833401447,17567207,403WE1027
107PS0021,2014-07-14T07:00:00Z,0.8678654602831481,8315591,107PS0021
105WE0598,2014-07-24T07:00:00Z,0.9394786103928792,8258763,105WE0598
635PRN001,2014-09-02T07:00:00Z,0.8974514574611507,8934348,635PRN001
403WE0540,2014-05-14T07:00:00Z,1.0230946097433207,17567407,403WE0540
111PS0110,2014-06-09T07:00:00Z,0.9487367287885844,8308814,111PS0110
518RCNAPC,2014-08-18T07:00:00Z,0.9457414294345442,2772712,518RCNAPC
630RBS005,2014-08-12T07:00:00Z,0.9040435104468483,8915425,630RBS005
514ICEUPx,2014-08-13T07:00:00Z,1.0753215601819215,14982034,514ICEUPx
632SVK001,2014-08-27T07:00:00Z,0.8200053622332819,8923193,632SVK001
106WE0505,2014-07-21T07:00:00Z,1.0031901206334664,8245608,106WE0505
309CAW126,2014-05-21T07:00:00Z,1.1576643570612686,8203401,309CAW126
111WER003,2014-06-10T07:00:00Z,1.0613470098198423,8305416,111WER003
630PS0005,2014-08-25T07:00:00Z,0.8755354442551855,8915563,630PS0005
509ACNFPP,2015-07-27T07:00:00Z,1.0587586642246063,8020454,509ACNFPP
204CE0116,2015-05-05T07:00:00Z,1.1264415217158792,2810027,204CE0116
204AHOACR,2015-04-27T07:00:00Z,0.8481619651331426,2809859,204AHOACR
111BGCAER,2015-07-08T07:00:00Z,1.1100255062898907,8292877,111BGCAER
106WE1055,2015-07-20T07:00:00Z,0.9700627212043207,8243780,106WE1055
114CE0291,2015-05-19T07:00:00Z,0.9152730300571011,8271905,114CE0291
111CE0551,2015-05-27T07:00:00Z,0.913512141707746,8308798,111CE0551
201LAG330,2015-05-11T07:00:00Z,0.9837034396777982,5330439,201LAG330
634CE0482,2015-06-23T07:00:00Z,NA,8941703,634CE0482
105PS0540,2015-08-03T07:00:00Z,0.6560043292086731,8264738,105PS0540
103WER029,2015-07-21T07:00:00Z,1.1438734980011767,22226788,103WER029
105WE0811,2015-08-18T07:00:00Z,0.9678632088913002,4439748,105WE0811
527CE0093,2015-07-28T07:00:00Z,0.9719984402234418,7918617,527CE0093
603PS0073,2015-07-15T07:00:00Z,0.8091319826211844,20272507,603PS0073
105WE0592,2015-07-13T07:00:00Z,1.2188146560811743,3918664,105WE0592
111WER047,2015-08-11T07:00:00Z,0.8271139736417618,8287590,111WER047
526CE0483,2015-08-06T07:00:00Z,0.7952513314064925,7928709,526CE0483
111WER046,2015-08-11T07:00:00Z,0.8183928774613456,8287544,111WER046
802WE0658,2015-04-21T07:00:00Z,1.0069050701514015,22535146,802WE0658
603WE0758,2015-07-14T07:00:00Z,0.9512746724489834,20274387,603WE0758
